feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Fusicatenibacter	Group	Negative	-0.128632103444258	0.0295282239893803	34	34	0.000127500640510903	0.0128775646916012
Bacteroides	Group	Negative	0.250028837769971	0.0624588450186919	34	34	0.00034719896099246	0.0175335475301192
Streptococcus	Group	Negative	-0.0554728633470255	0.0160016441318001	34	33	0.00152375696389707	0.0512998177845347
Parabacteroides	Group	Negative	0.070430544181769	0.022351998189106	34	32	0.00351950432171538	0.0888674841233134
Aeriscardovia	Group	Negative	-0.0072668099431864	0.00237249596286529	34	28	0.00442059780374485	0.0892960756356461
Ralstonia	Group	Negative	-0.0126932628089427	0.00444073479086173	34	10	0.00743030142355374	0.125076740629821
Bifidobacterium	Group	Negative	-0.150013514627407	0.0556633926650221	34	34	0.011121208724035	0.15165388236134
Collinsella	Group	Negative	-0.0595739731023454	0.0248498061324823	34	33	0.0225228538160405	0.15165388236134
Dielma	Group	Negative	0.0070125300108892	0.00288220718797394	34	15	0.0207399455410627	0.15165388236134
Dorea	Group	Negative	-0.0611473937497592	0.0236668085567798	34	34	0.0145473820910407	0.15165388236134
Flavonifractor	Group	Negative	0.0393148883507876	0.0162203568924667	34	32	0.0211889908886331	0.15165388236134
Lawsonibacter	Group	Negative	0.0048303339901195	0.00194088793555688	34	15	0.0182136176633678	0.15165388236134
Odoribacter	Group	Negative	0.0242556980882248	0.0101025060058771	34	21	0.0223369948279551	0.15165388236134
Prevotella	Group	Negative	0.166058300808812	0.0677346713328026	34	31	0.019864422986907	0.15165388236134
Romboutsia	Group	Negative	-0.0129255672304188	0.00531798499488756	34	25	0.0208606950239859	0.15165388236134
Alistipes	Group	Negative	0.0555834597442709	0.026026268051097	34	33	0.0404576363915331	0.208371010814311
Blautia	Group	Negative	-0.077679422491781	0.0353554790647021	34	34	0.0353707993819803	0.208371010814311
Gemella	Group	Negative	-0.00663247555928653	0.00311882354707197	34	20	0.0412615862998636	0.208371010814311
Phascolarctobacterium	Group	Negative	0.0337516288134267	0.0151607907672569	34	19	0.0331633475442719	0.208371010814311
Sutterella	Group	Negative	0.00696813115826905	0.00322931890241183	34	6	0.0385568795938236	0.208371010814311
Actinomyces	Group	Negative	-0.00892985855321496	0.00426669604493073	34	16	0.0443708529878909	0.213402673894142
Campylobacter	Group	Negative	0.00731684180802965	0.00363906992052506	34	6	0.0528540848919837	0.224641948209745
Enorma	Group	Negative	-0.00562722814479578	0.0028598987074697	34	29	0.0578286203312216	0.224641948209745
Intestinibacter	Group	Negative	-0.027178031373171	0.0137264922581783	34	32	0.0563613578322605	0.224641948209745
Lachnospiraceae.unclassified	Group	Negative	-0.108082442693695	0.0539362577863139	34	34	0.0536084722816431	0.224641948209745
Ruthenibacterium	Group	Negative	0.0268709572470633	0.0134275718398483	34	33	0.053914804259235	0.224641948209745
Barnesiella	Group	Negative	0.0298266182372652	0.0159144090304604	34	11	0.0700593236183919	0.246665861068731
