#Classification	GQ24_bracken_F.kreport
k__Bacteria	4061126
k__Bacteria|p__Firmicutes	2508933
k__Bacteria|p__Firmicutes|c__Bacilli	1958036
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1957972
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1936347
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	8569
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	960
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	171
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	11924
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	63
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	25
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	34
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	3
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae	1
k__Bacteria|p__Firmicutes|c__Negativicutes	528417
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	507979
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	507979
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	20437
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	20437
k__Bacteria|p__Firmicutes|c__Clostridia	22023
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	22022
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	18399
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	2144
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	870
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	364
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	219
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	24
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis	1
k__Bacteria|p__Firmicutes|c__Tissierellia	270
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	270
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	270
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	185
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	185
