name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stigonema sp903903925	96940	S	2	216	218	0.09599
Granulicella sp903970445	40192	S	170	1011	1181	0.52004
Acidisarcina polymorpha	40108	S	1	7	8	0.00352
Granulicella_D aggregans	40205	S	1	3	4	0.00176
Bog-105 sp003167495	39837	S	1	3	4	0.00176
Bog-113 sp003136675	39856	S	1	4	5	0.00220
Caballeronia sp001557535	126764	S	4	52	56	0.02466
Paraburkholderia phenazinia	128021	S	1	13	14	0.00616
CAJCIC01 sp903970185	126715	S	1	1	2	0.00088
Buchnera aphidicola_AT	133639	S	19	296	315	0.13871
Pseudomonas_E sp003014915	138658	S	1	32	33	0.01453
Rhodanobacter sp014200755	140600	S	1	34	35	0.01541
Rhodanobacter sp903827735	140625	S	1	15	16	0.00705
Methylobacterium sp022829365	118326	S	6	23	29	0.01277
Methylobacterium sp022829585	118333	S	2	7	9	0.00396
Methylobacterium sp008039875	118308	S	1	4	5	0.00220
Lichenicoccus roseus	113922	S	4	9	13	0.00572
CAJCIS01 sp903970435	113743	S	2	5	7	0.00308
Paracoccus denitrificans_B	121826	S	2	29	31	0.01365
Palsa-504 sp003161205	50189	S	37	61	98	0.04315
CAJCIY01 sp903970495	45419	S	17	74	91	0.04007
PALSA-688 sp003156795	41760	S	2	19	21	0.00925
Palsa-744 sp903970315	52641	S	1	8	9	0.00396
Palsa-1515 sp903970385	102220	S	11	37	48	0.02114
Mucilaginibacter frigoritolerans	89852	S	1	0	1	0.00044
Flavipsychrobacter sp903887415	83326	S	1	0	1	0.00044
BOG-944 sp003134215	52989	S	1	5	6	0.00264
