intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
4586000,0.00671882325363338,0.7320031923383878,0.00671882325363338,0.028642996940230432,50.68621892716965,10.0,422.2806259513541,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,"NZ_CP103271.1 Bacteroides faecis strain BFG-513 chromosome, complete genome",fd37f3934b2de6fbccbd050c0134acb3,0.7320031923383878,4586000,0,677974000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/PD/preproc/SRR19064919/SRR19064919_unmatched_2.fastq,SRR19064919,ff3734d1,682560000,31,DNA,1000,682560,True,0.8509669327541575,0.9899869067791881,0.9204769197666728,0.9899869067791881,False,232447,232447,8115317
4287000,0.006280766526019691,0.8067849483330084,0.006062470698546648,0.041840509742256525,82.05630739487675,65.0,171.02355828013773,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,"NZ_CP143952.1 Phocaeicola vulgatus strain DFI.4.81 chromosome, complete genome",277623bb21bf8d096347cc62995689ef,0.8358354455059466,4138000,1,673836000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/PD/preproc/SRR19064919/SRR19064919_unmatched_2.fastq,SRR19064919,ff3734d1,682560000,31,DNA,1000,682560,True,0.8491182006703898,0.9942320690532327,0.9216751348618113,0.9942320690532327,False,339549,571996,8115317
3752000,0.005496952648851383,0.8025200955898327,0.005411978434130333,0.01361302337296251,29.906334596643205,25.0,37.8436915436497,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,NZ_CP065889.1 Bacteroides uniformis strain FDAARGOS_901 chromosome,6fc5c0b4264e02cadaa1d374e3516428,0.8151205735389963,3694000,2,670142000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/PD/preproc/SRR19064919/SRR19064919_unmatched_2.fastq,SRR19064919,ff3734d1,682560000,31,DNA,1000,682560,True,0.8454748815447988,0.9934275249920943,0.9194512032684465,0.9934275249920943,False,110474,682470,8115317
3500000,0.005127754336615096,0.4962070504239179,0.004887482419127989,0.00464689179732597,11.30425659472422,9.0,11.893464183100175,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,NZ_CP060488.1 Bacteroides sp. M10 chromosome,32a90d9faa0865b9d4716569d60e47de,0.5206009222073479,3336000,3,666806000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/PD/preproc/SRR19064919/SRR19064919_unmatched_2.fastq,SRR19064919,ff3734d1,682560000,31,DNA,1000,682560,True,0.8435807953901698,0.979163008069093,0.9113719017296313,0.979163008069093,False,37711,720181,8115317
3248000,0.0047585560243788095,0.7447247706422019,0.004757090951711205,0.04011007826311652,100.24822913458577,90.0,118.39269262314772,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,"NZ_AP031426.1 Blautia wexlerae strain i22-0019-1F5 chromosome, complete genome",88019d6ddc2b537fe7ac87c23df45062,0.744954128440367,3247000,4,663559000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/PD/preproc/SRR19064919/SRR19064919_unmatched_2.fastq,SRR19064919,ff3734d1,682560000,31,DNA,1000,682560,True,0.8415498457717318,0.9905471349614268,0.9160484903665793,0.9905471349614268,False,325506,1045687,8115317
2840000,0.004160806375996249,0.7396114409066379,0.004015764181903423,0.012318680835264969,36.472090477927765,30.0,44.26971624406888,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,"NZ_CP085976.1 Blautia massiliensis (ex Durand et al. 2017) strain FDAARGOS_1576 chromosome, complete genome",cc558956f3e16df0c5e2090af905f606,0.7663248785752833,2741000,5,660818000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/PD/preproc/SRR19064919/SRR19064919_unmatched_2.fastq,SRR19064919,ff3734d1,682560000,31,DNA,1000,682560,True,0.8379136674805562,0.9914512957098035,0.9146824815951798,0.9914512957098035,False,99970,1145657,8115317
2934000,0.004298523206751055,0.576777356808558,0.0037916080637599623,0.015231814111512833,47.763137557959816,42.0,56.56749672720743,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,"NZ_AP031449.1 Bacteroides stercoris strain k33-0107-F9 chromosome, complete genome",0a531f0dc11d01b0c4c52863f5abf5c2,0.6538890127033653,2588000,6,658230000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/PD/preproc/SRR19064919/SRR19064919_unmatched_2.fastq,SRR19064919,ff3734d1,682560000,31,DNA,1000,682560,True,0.8387942805676277,0.9863896744767237,0.9125919775221757,0.9863896744767237,False,123611,1269268,8115317
2507000,0.003672937177684013,0.8287603305785124,0.003672937177684013,0.002743700584955585,8.881531711208616,7.0,7.141283621196413,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,"NZ_AP025943.1 Akkermansia biwaensis strain WON2089 chromosome, complete genome",d4002c7e826f8ee34f0bd96029f29657,0.8287603305785124,2507000,7,655723000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/PD/preproc/SRR19064919/SRR19064919_unmatched_2.fastq,SRR19064919,ff3734d1,682560000,31,DNA,1000,682560,True,0.8345493983753347,0.9939594703091175,0.9142544343422261,0.9939594703091175,False,22266,1291534,8115317
2649000,0.0038809774964838257,0.6942657342657342,0.003636310360993905,0.0057660101262834215,18.852941176470587,12.0,38.887517927683575,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,"NZ_CP102265.1 Blautia obeum ATCC 29174 chromosome, complete genome",6fb5d9fae55cc8ecb2a67f82352fb7a7,0.740979020979021,2482000,8,653241000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/PD/preproc/SRR19064919/SRR19064919_unmatched_2.fastq,SRR19064919,ff3734d1,682560000,31,DNA,1000,682560,True,0.8360339373760419,0.9903761898801334,0.9132050636280877,0.9903761898801334,False,46793,1338327,8115317
2419000,0.0035440107829348335,0.560832943378568,0.0035117791842475387,0.0026435196554860396,8.949937421777221,6.0,16.016470356827043,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,"NC_015160.1 Odoribacter splanchnicus DSM 20712, complete sequence",b37a0141517537faad74a6d2ac4d5c41,0.5659803462798315,2397000,9,650844000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/PD/preproc/SRR19064919/SRR19064919_unmatched_2.fastq,SRR19064919,ff3734d1,682560000,31,DNA,1000,682560,True,0.8335879974247167,0.9818063802269591,0.9076971888258378,0.9818063802269591,False,21453,1359780,8115317
