feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteroidaceae	NAFLD	Negative	0.301027363401852	0.0580134103781257	35	35	1.05669500234421e-05	0.000707985651570621
Lachnospiraceae	NAFLD	Negative	-0.214309965687043	0.0619914598094758	35	35	0.00152337860419169	0.0510331832404218
Marinifilaceae	NAFLD	Negative	0.0328953076635105	0.0103399580667966	35	23	0.00318566331079074	0.0588928311206494
Tannerellaceae	NAFLD	Negative	0.0619929997844709	0.0197190174131763	35	35	0.00351598991765071	0.0588928311206494
Oscillospiraceae	NAFLD	Negative	0.0787826485665632	0.0268164950970072	35	35	0.00598754579848695	0.0668609280831043
Streptococcaceae	NAFLD	Negative	-0.0344398656411696	0.0116423767539976	35	34	0.00568530238827059	0.0668609280831043
Bifidobacteriaceae	NAFLD	Negative	-0.0965059675646214	0.0344047885221154	35	34	0.00836971304358649	0.0801101105600421
Acidaminococcaceae	NAFLD	Negative	0.0310926536270665	0.0128198061354531	35	20	0.0209272704631384	0.116843926752523
Coriobacteriaceae	NAFLD	Negative	-0.0493996560709248	0.0195853889163547	35	29	0.0166643751518319	0.116843926752523
GCA.900066905	NAFLD	Negative	0.00420333981600323	0.00172079341900386	35	6	0.0200992441060564	0.116843926752523
Gemellaceae	NAFLD	Negative	-0.0028138967427346	0.00110543453249015	35	5	0.0157682111672419	0.116843926752523
UBA1381	NAFLD	Negative	-0.0221719324447304	0.00900062564232959	35	32	0.0191485569768291	0.116843926752523
Nanosynbacteraceae	NAFLD	Negative	-0.0026044225241444	0.00109375270703445	35	5	0.0231827297753244	0.11948022268821
Campylobacteraceae	NAFLD	Negative	0.00346667319472931	0.00152437785177537	35	5	0.0295877240248239	0.130509795819427
Peptostreptococcaceae	NAFLD	Negative	-0.0506105978493756	0.0220145020052741	35	35	0.0279752249491681	0.130509795819427
Rhizobiaceae	NAFLD	Negative	-0.00816002323315326	0.00362504029147808	35	10	0.0311665184046392	0.130509795819427
Rikenellaceae	NAFLD	Negative	0.0556766703220887	0.0255182840765414	35	34	0.0363467912141832	0.143249118314722
Barnesiellaceae	NAFLD	Negative	0.0231788135261317	0.0110191468094564	35	14	0.0431267941106123	0.157387688564397
Monoglobaceae	NAFLD	Negative	0.0264502864388521	0.0126701681955119	35	19	0.0446323295928886	0.157387688564397
Desulfovibrionaceae	NAFLD	Negative	0.0140717383257638	0.00704909498667269	35	23	0.0542125906147897	0.181612178559546
Lactobacillaceae	NAFLD	Negative	-0.0344927984719459	0.0191962686961176	35	21	0.0815179986546851	0.260081233803043
CAG.274	NAFLD	Negative	-0.0097254825248586	0.00587395665350133	35	6	0.107264086336974	0.301749438284482
Peptoniphilaceae	NAFLD	Negative	0.0103849679814865	0.00624227714721553	35	13	0.105651886937001	0.301749438284482
QAND01	NAFLD	Negative	0.0066478755010642	0.00402496270285344	35	17	0.108089351027277	0.301749438284482
Pseudomonadaceae	NAFLD	Negative	-0.0184876904858807	0.0117883124098555	35	6	0.126349774998316	0.338617396995487
Xanthobacteraceae	NAFLD	Negative	-0.00197871511791906	0.00131941651367249	35	5	0.143201999476728	0.369020537113107
Eubacteriaceae	NAFLD	Negative	0.00777857536464007	0.00540519555172779	35	6	0.159542827140239	0.393322821247177
Porphyromonadaceae	NAFLD	Negative	0.00689272070873802	0.00484677686666773	35	9	0.164373716342104	0.393322821247177
UMGS1783	NAFLD	Negative	-0.0025303242581675	0.00182740323883813	35	4	0.175449215477479	0.405348187482452
QALW01	NAFLD	Negative	-0.00226503197247817	0.00174546869205938	35	4	0.203400806793349	0.454261801838479
Actinomycetaceae	NAFLD	Negative	-0.00517185051623697	0.00424910941667558	35	17	0.232175926500806	0.49511443949348
Coprobacillaceae	NAFLD	Negative	-0.0224393061609883	0.0186096074364198	35	35	0.236472568116289	0.49511443949348
Clostridiaceae	NAFLD	Negative	-0.0186281481303433	0.0167886009025608	35	27	0.275204360313747	0.558748246697607
CAG.138	NAFLD	Negative	0.00864969274315362	0.00852452807902345	35	35	0.317639153788737	0.625935979524865
Anaerotignaceae	NAFLD	Negative	0.0116100839820826	0.0124348913517038	35	27	0.357255978494296	0.683890015974795
Eggerthellaceae	NAFLD	Negative	-0.0071820280957244	0.00833987204835178	35	35	0.395359982955249	0.735808857166713
Akkermansiaceae	NAFLD	Negative	0.0214850470320104	0.0315188158577066	35	20	0.500211729657304	0.776608294315454
Anaerovoracaceae	NAFLD	Negative	0.00486607961486662	0.00843586826187833	35	31	0.56796726002175	0.776608294315454
Atopobiaceae	NAFLD	Negative	-0.00343089196877828	0.00557847144656092	35	7	0.542757224217493	0.776608294315454
Borkfalkiaceae	NAFLD	Negative	0.00335317512942597	0.00456933716700956	35	5	0.468226648106504	0.776608294315454
Burkholderiaceae	NAFLD	Negative	0.0061047714225903	0.00919131339969722	35	31	0.511183690136148	0.776608294315454
