#Classification	S-7-POLPIL-G_bracken_O.kreport
k__Bacteria	310
k__Bacteria|p__Proteobacteria	309
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	305
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	305
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	2
k__Bacteria|p__Acidobacteria	1
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	1
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	1
