#Classification	S-21-POLJUN-B_bracken_G.kreport
k__Bacteria	531035
k__Bacteria|p__Cyanobacteria	169001
k__Bacteria|p__Cyanobacteria|o__Nostocales	165630
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	156215
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc	145565
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Cylindrospermum	801
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Anabaena	9810
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Richelia	11
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Trichormus	26
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	4186
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Scytonema	3321
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Brasilonema	864
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae	2265
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae|g__Calothrix	2265
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae	1994
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Microchaete	1994
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	588
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae|g__Anabaenopsis	579
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae|g__Sphaerospermopsis	7
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae|g__Nodularia	1
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae	195
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae|g__Fischerella	195
