#Classification	S-20-POLPIL-B_bracken_O.kreport
k__Bacteria	17455
k__Bacteria|p__Proteobacteria	15279
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	9591
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	9591
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	3286
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	2193
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	126
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	306
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	657
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2398
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	8
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	192
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2197
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	3
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	3
k__Bacteria|p__Actinobacteria	1092
k__Bacteria|p__Actinobacteria|c__Actinomycetia	1092
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	1040
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	10
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	37
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	1
k__Bacteria|p__Cyanobacteria	617
k__Bacteria|p__Cyanobacteria|o__Nostocales	564
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	53
k__Bacteria|p__Firmicutes	1
k__Bacteria|p__Firmicutes|c__Bacilli	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1
k__Bacteria|p__Acidobacteria	265
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	265
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	265
k__Bacteria|p__Bacteroidetes	184
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	183
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	183
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	1
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	1
k__Bacteria|p__Planctomycetes	14
k__Bacteria|p__Planctomycetes|c__Planctomycetia	14
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	13
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Isosphaerales	1
k__Eukaryota	435
k__Eukaryota|k__Viridiplantae	249
k__Eukaryota|k__Viridiplantae|p__Streptophyta	249
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	249
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	249
k__Eukaryota|k__Metazoa	177
k__Eukaryota|k__Metazoa|p__Chordata	177
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	177
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	177
k__Eukaryota|k__Fungi	8
k__Eukaryota|k__Fungi|p__Ascomycota	8
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	7
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	7
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	1
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	1
