Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Absiella	8.14268448947398	1e-4	Genus	MPA_db2019	NAFLD	DESeq2
Actinomyces	1.532083838811479	0.04190049355843633	Genus	MPA_db2019	NAFLD	DESeq2
Adlercreutzia	0.10323759358421203	0.8768962596825767	Genus	MPA_db2019	NAFLD	DESeq2
Aeriscardovia	0.6685271163124961	0.09909934833441883	Genus	MPA_db2019	NAFLD	DESeq2
Agathobaculum	-0.001089767531780246	0.9963575062601595	Genus	MPA_db2019	NAFLD	DESeq2
Akkermansia	0.1632644253575714	0.860333894662444	Genus	MPA_db2019	NAFLD	DESeq2
Alistipes	-0.35767809888504154	0.3953236600127758	Genus	MPA_db2019	NAFLD	DESeq2
Anaerococcus	-1.2912503545858889	0.3329888047156205	Genus	MPA_db2019	NAFLD	DESeq2
Anaerofustis	0.8059614344415721	0.603092185909863	Genus	MPA_db2019	NAFLD	DESeq2
Anaeromassilibacillus	-0.36053512182449376	0.6694482703152529	Genus	MPA_db2019	NAFLD	DESeq2
Anaerostipes	0.15078315580437882	0.6840497707832227	Genus	MPA_db2019	NAFLD	DESeq2
Anaerotruncus	-0.37356257001084536	0.6840497707832227	Genus	MPA_db2019	NAFLD	DESeq2
Asaccharobacter	0.7533821360841692	0.21182392801105523	Genus	MPA_db2019	NAFLD	DESeq2
Bacteroides	-0.6063925297301095	0.010293225832230801	Genus	MPA_db2019	NAFLD	DESeq2
Barnesiella	-0.6876633585175399	0.6195385676753675	Genus	MPA_db2019	NAFLD	DESeq2
Bifidobacterium	0.4715420281905675	0.04989107620000559	Genus	MPA_db2019	NAFLD	DESeq2
Bilophila	-0.627669036987607	0.5205847504900533	Genus	MPA_db2019	NAFLD	DESeq2
Blautia	0.4115027079145472	0.025068211432022845	Genus	MPA_db2019	NAFLD	DESeq2
Butyricimonas	-2.5628920877052233	0.009760988911702453	Genus	MPA_db2019	NAFLD	DESeq2
Campylobacter	-7.913574206713846	1e-4	Genus	MPA_db2019	NAFLD	DESeq2
Catabacter	-7.1426339252852555	1e-4	Genus	MPA_db2019	NAFLD	DESeq2
Catenibacterium	-0.7164934423514485	0.652350957671631	Genus	MPA_db2019	NAFLD	DESeq2
Christensenella	-0.34873687840511197	0.8245977698951732	Genus	MPA_db2019	NAFLD	DESeq2
Clostridiales Family XIII Incertae Sedis unclassified	1.1483844003277832	0.3953236600127758	Genus	MPA_db2019	NAFLD	DESeq2
Clostridiales unclassified	-7.6835819279897875	1e-4	Genus	MPA_db2019	NAFLD	DESeq2
Clostridium	-0.20387939437044594	0.6581417591996345	Genus	MPA_db2019	NAFLD	DESeq2
Collinsella	0.43861592474875755	0.15618766440351262	Genus	MPA_db2019	NAFLD	DESeq2
Coprobacillus	-0.9034381386387936	0.4601615192754947	Genus	MPA_db2019	NAFLD	DESeq2
Coprococcus	0.37227615874853903	0.25118111843617397	Genus	MPA_db2019	NAFLD	DESeq2
Denitrobacterium	0.20010227878764283	0.8768962596825767	Genus	MPA_db2019	NAFLD	DESeq2
Dialister	0.15546756352261526	0.8768962596825767	Genus	MPA_db2019	NAFLD	DESeq2
Dielma	-0.7401840160130206	0.44037156031862135	Genus	MPA_db2019	NAFLD	DESeq2
Dorea	0.25395357831847365	0.31497125179672913	Genus	MPA_db2019	NAFLD	DESeq2
Eggerthella	-0.13034265228267117	0.8560316129176762	Genus	MPA_db2019	NAFLD	DESeq2
Eisenbergiella	-0.8178801412416945	0.3329888047156205	Genus	MPA_db2019	NAFLD	DESeq2
Enorma	0.4039136691992405	0.3329888047156205	Genus	MPA_db2019	NAFLD	DESeq2
Enterorhabdus	0.1165154019483875	0.860333894662444	Genus	MPA_db2019	NAFLD	DESeq2
Erysipelatoclostridium	-0.013795648810057955	0.979396901300548	Genus	MPA_db2019	NAFLD	DESeq2
Escherichia	-0.02177422981433232	0.979396901300548	Genus	MPA_db2019	NAFLD	DESeq2
Eubacterium	-0.11550212626766226	0.6840497707832227	Genus	MPA_db2019	NAFLD	DESeq2
Faecalibacterium	-0.10227461089298767	0.7075315264915129	Genus	MPA_db2019	NAFLD	DESeq2
Faecalitalea	-8.528278086897274	1e-4	Genus	MPA_db2019	NAFLD	DESeq2
Firmicutes unclassified	-0.27953964929875236	0.5206940381498165	Genus	MPA_db2019	NAFLD	DESeq2
Flavonifractor	-0.8940478605669153	0.0010199160524999602	Genus	MPA_db2019	NAFLD	DESeq2
Fusicatenibacter	0.6409470273508214	0.002328736961254417	Genus	MPA_db2019	NAFLD	DESeq2
Gemella	0.8818204520524839	0.19053743173938512	Genus	MPA_db2019	NAFLD	DESeq2
Gemmiger	0.25865705429259567	0.4601615192754947	Genus	MPA_db2019	NAFLD	DESeq2
Gordonibacter	0.2260120813724118	0.542409911466999	Genus	MPA_db2019	NAFLD	DESeq2
Haemophilus	-0.18160519418896148	0.860333894662444	Genus	MPA_db2019	NAFLD	DESeq2
Holdemanella	0.6975849130917942	0.6576334574629957	Genus	MPA_db2019	NAFLD	DESeq2
Holdemania	0.2910967353145516	0.6694482703152529	Genus	MPA_db2019	NAFLD	DESeq2
Hungatella	-0.8928297935470146	0.3329888047156205	Genus	MPA_db2019	NAFLD	DESeq2
