Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Actinomyces	3.172673582956426	0.04425355101907779	Genus	MPA_db2019	NAFLD	radEmu
Anaerococcus	-2.7314648567277278	0.28071468274115385	Genus	MPA_db2019	NAFLD	radEmu
Butyricimonas	-2.8437282385366243	0.1445354649421125	Genus	MPA_db2019	NAFLD	radEmu
Campylobacter	-11.263757907681176	0.10009312070664705	Genus	MPA_db2019	NAFLD	radEmu
Clostridiales unclassified	-2.6786776213604275	0.1262418952336534	Genus	MPA_db2019	NAFLD	radEmu
Flavonifractor	-2.986319678820041	0.0692463925593615	Genus	MPA_db2019	NAFLD	radEmu
Holdemanella	3.781922018871601	0.20110804904856053	Genus	MPA_db2019	NAFLD	radEmu
Hungatella	-2.2729460147067915	0.20829657205336577	Genus	MPA_db2019	NAFLD	radEmu
Intestinimonas	-12.321017387738607	0.2532293012920445	Genus	MPA_db2019	NAFLD	radEmu
Lactobacillus	2.446810867644242	0.11068840059410778	Genus	MPA_db2019	NAFLD	radEmu
Mesorhizobium	2.0704523681263716	0.11631980275111305	Genus	MPA_db2019	NAFLD	radEmu
Monoglobus	-2.3669172511425014	0.0258795735934124	Genus	MPA_db2019	NAFLD	radEmu
Olsenella	2.2606777427191744	0.2768402370726535	Genus	MPA_db2019	NAFLD	radEmu
Parvimonas	-3.472337704293915	0.15962659185200148	Genus	MPA_db2019	NAFLD	radEmu
Prevotella	-2.383305167556974	0.01482512885373456	Genus	MPA_db2019	NAFLD	radEmu
Proteobacteria unclassified	4.259912224879669	0.29556994193930075	Genus	MPA_db2019	NAFLD	radEmu
Ralstonia	2.2004373221486206	0.038978088541929926	Genus	MPA_db2019	NAFLD	radEmu
Stoquefichus	-2.8144069833806338	0.15653209309065208	Genus	MPA_db2019	NAFLD	radEmu
Sutterella	-11.58623670222722	0.0953249747614528	Genus	MPA_db2019	NAFLD	radEmu
Tyzzerella	-3.245501792015984	0.18236608996557951	Genus	MPA_db2019	NAFLD	radEmu
Actinomyces	3.376871778318936	0.040089906279649076	Genus	MPA_db2022	NAFLD	radEmu
Allochristensenella	-8.466546355420851	0.08469519048533258	Genus	MPA_db2022	NAFLD	radEmu
Bradyrhizobium	2.173170673937554	0.13945339782457947	Genus	MPA_db2022	NAFLD	radEmu
Campylobacter	-10.86728932529038	0.08456821544021326	Genus	MPA_db2022	NAFLD	radEmu
Clostridia unclassified	-2.4666460406815727	0.27925544433810323	Genus	MPA_db2022	NAFLD	radEmu
Dakarella	-4.91232256196842	0.29872901903218835	Genus	MPA_db2022	NAFLD	radEmu
Faecalimonas	2.581088947524922	0.3221722108138246	Genus	MPA_db2022	NAFLD	radEmu
Flavonifractor	-3.0254239247003154	0.09810189678464734	Genus	MPA_db2022	NAFLD	radEmu
Fusobacterium	-2.533481637684391	0.3236030361827516	Genus	MPA_db2022	NAFLD	radEmu
GGB12785	4.327500082263376	0.040009493357271025	Genus	MPA_db2022	NAFLD	radEmu
GGB1456	-3.018966185424439	0.1667379653788948	Genus	MPA_db2022	NAFLD	radEmu
GGB28262	-5.2914805237928375	0.15051350563618707	Genus	MPA_db2022	NAFLD	radEmu
GGB3000	2.9518813047105406	0.14827540617451174	Genus	MPA_db2022	NAFLD	radEmu
GGB3109	4.04417298972371	0.2792722047568333	Genus	MPA_db2022	NAFLD	radEmu
GGB3277	-3.639845967597272	0.029157241157474163	Genus	MPA_db2022	NAFLD	radEmu
GGB3280	-6.118832001068173	0.1888790022726712	Genus	MPA_db2022	NAFLD	radEmu
GGB32900	2.320498922713798	0.07381721977418136	Genus	MPA_db2022	NAFLD	radEmu
GGB3363	6.958390970064922	0.11858192681390672	Genus	MPA_db2022	NAFLD	radEmu
GGB34797	3.874985573079163	0.27628604890867836	Genus	MPA_db2022	NAFLD	radEmu
GGB3511	2.1223991058059806	0.14255633794917658	Genus	MPA_db2022	NAFLD	radEmu
GGB3537	-2.5576011737447923	0.13479964824467935	Genus	MPA_db2022	NAFLD	radEmu
GGB3588	4.6739632934686055	0.059428685759549224	Genus	MPA_db2022	NAFLD	radEmu
GGB3612	-2.921004469941721	0.24774715482953885	Genus	MPA_db2022	NAFLD	radEmu
GGB38744	-2.7294767841191616	0.11344414886189348	Genus	MPA_db2022	NAFLD	radEmu
GGB4456	2.794807325229706	0.017974891054782546	Genus	MPA_db2022	NAFLD	radEmu
GGB4567	2.678824575128301	0.18917003420814935	Genus	MPA_db2022	NAFLD	radEmu
GGB51510	-2.865809866224968	0.10912145058129122	Genus	MPA_db2022	NAFLD	radEmu
GGB79634	-3.1582844038405735	0.16046858363025496	Genus	MPA_db2022	NAFLD	radEmu
GGB79916	-4.168169092699879	0.09154742883116253	Genus	MPA_db2022	NAFLD	radEmu
GGB79998	3.7141221345937074	0.14318141768412856	Genus	MPA_db2022	NAFLD	radEmu
GGB9186	3.4214772421565325	0.2535532250909543	Genus	MPA_db2022	NAFLD	radEmu
GGB9211	2.166476173937211	0.22625321587416367	Genus	MPA_db2022	NAFLD	radEmu
GGB9296	-4.281183294604104	0.16119531198977458	Genus	MPA_db2022	NAFLD	radEmu
GGB9342	-2.0547895760410504	0.14842652398801798	Genus	MPA_db2022	NAFLD	radEmu
GGB9524	-2.663340606673124	0.21508298064390083	Genus	MPA_db2022	NAFLD	radEmu
GGB9634	-3.2697791075598497	0.04732137894499316	Genus	MPA_db2022	NAFLD	radEmu
GGB9635	-3.1010102086139995	0.0408339666947875	Genus	MPA_db2022	NAFLD	radEmu
GGB9739	4.768297983437472	0.2638327150897743	Genus	MPA_db2022	NAFLD	radEmu
GGB9747	-2.7373540063799897	0.08142717805448275	Genus	MPA_db2022	NAFLD	radEmu
