feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Actinomycetaceae	Group	eczema	0.00338139750220493	0.00654145301735405	69	14	0.606915349798581	0.731524933076738
Anoxybacillaceae	Group	eczema	-0.00942975576294497	0.0103642688836095	69	17	0.366172015733382	0.731524933076738
Azospirillaceae	Group	eczema	-0.0128592994840173	0.0123228803844183	69	31	0.300453376742399	0.731524933076738
Bacillaceae	Group	eczema	0.00360349572962697	0.00316307934801345	69	9	0.258661251813308	0.731524933076738
Bacteroidaceae	Group	eczema	0.0341649659276442	0.0359531087678274	69	16	0.345393168877274	0.731524933076738
Burkholderiaceae	Group	eczema	0.015924078639743	0.0311867834115725	69	68	0.611307061104328	0.731524933076738
Chitinophagaceae	Group	eczema	-0.00716587399546502	0.00841168809843068	69	17	0.397307237693656	0.731524933076738
Dermatophilaceae	Group	eczema	-0.00366976624769191	0.00781276187947853	69	21	0.640084316442146	0.731524933076738
Effusibacillaceae	Group	eczema	-0.00528795478199574	0.00683561753470934	69	15	0.441895177231945	0.731524933076738
Enterobacteriaceae	Group	eczema	-0.074461554871263	0.0523500441141362	69	29	0.159555618058307	0.731524933076738
Halomonadaceae	Group	eczema	-0.00178484473664164	0.0036497781026895	69	19	0.626418747141116	0.731524933076738
Lactobacillaceae	Group	eczema	0.00607673749859805	0.00591521806743373	69	17	0.307971131094794	0.731524933076738
Listeriaceae	Group	eczema	0.00292979150070536	0.00242241184724278	69	7	0.230739551846752	0.731524933076738
Microbacteriaceae	Group	eczema	-0.00310225998498155	0.00449941965903536	69	9	0.492902337115193	0.731524933076738
Micrococcaceae	Group	eczema	0.0128407474203165	0.0139787008974824	69	42	0.361603301221171	0.731524933076738
Moraxellaceae	Group	eczema	0.00677785597242253	0.0135553166670345	69	56	0.618703124450036	0.731524933076738
Mycobacteriaceae	Group	eczema	0.0562046695744697	0.0722283808365022	69	51	0.439218719486172	0.731524933076738
NICIL.2	Group	eczema	-0.0154950991482824	0.0137811348999084	69	19	0.264868152899629	0.731524933076738
Neisseriaceae	Group	eczema	-0.00572505552364343	0.0113619162553774	69	11	0.615997776253716	0.731524933076738
Propionibacteriaceae	Group	eczema	0.0155052728780961	0.0302401538811621	69	67	0.609821051168493	0.731524933076738
Pseudomonadaceae	Group	eczema	0.0823420627978993	0.0818636369067973	69	69	0.318109438940659	0.731524933076738
Rhizobiaceae	Group	eczema	-0.00592619551095648	0.00554357341544768	69	36	0.288896684508793	0.731524933076738
Rhodobacteraceae	Group	eczema	0.00535185054102542	0.00662808907329977	69	10	0.422264636221043	0.731524933076738
Rhodocyclaceae	Group	eczema	-0.00279602243298541	0.00517709984486069	69	13	0.590935979221522	0.731524933076738
Sphingomonadaceae	Group	eczema	-0.00601527302597613	0.00610622565750288	69	40	0.328116673162723	0.731524933076738
Staphylococcaceae	Group	eczema	-0.0766924926070848	0.0974491672026292	69	48	0.434056959256922	0.731524933076738
Streptococcaceae	Group	eczema	-0.0453273543540434	0.0351899039840745	69	25	0.202149569668794	0.731524933076738
Thermaceae	Group	eczema	-0.0445013221141879	0.0323852898013974	69	33	0.173983503280498	0.731524933076738
Bifidobacteriaceae	Group	eczema	-0.00511168350867348	0.0161880935510325	69	8	0.753160077603732	0.769931089099163
Caulobacteraceae	Group	eczema	0.000990697311928201	0.00337370496413647	69	9	0.769931089099163	0.769931089099163
Pasteurellaceae	Group	eczema	-0.00878813575296693	0.0295936206238386	69	7	0.767415386204867	0.769931089099163
Xanthomonadaceae	Group	eczema	0.0024497790828193	0.00642554206520862	69	17	0.704219347481735	0.769931089099163
