name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Coprococcus ammoniilyticus	61499	S	119173	677655	796828	0.02548
Coprococcus sp000154245	61501	S	2321	17115	19436	0.00062
Coprococcus sp900557435	61511	S	285	992	1277	0.00004
Coprococcus sp002437435	61503	S	82	27	109	0.00000
Coprococcus sp900548315	61510	S	51	173	224	0.00001
Coprococcus sp016297325	61505	S	22	32	54	0.00000
Coprococcus sp000433075	61502	S	5	14	19	0.00000
Coprococcus aceti	61498	S	4	29	33	0.00000
Coprococcus sp934277375	61516	S	3	5	8	0.00000
Coprococcus eutactus	61500	S	2	14	16	0.00000
Coprococcus sp017935345	61507	S	1	2	3	0.00000
Blautia_A faecis	60758	S	29738	186391	216129	0.00691
Blautia_A sp900066335	60807	S	19165	162319	181484	0.00580
Blautia_A sp900066205	60806	S	13184	194877	208061	0.00665
Blautia_A wexlerae	60863	S	12454	270887	283341	0.00906
Blautia_A ammoniilytica	60749	S	5227	57831	63058	0.00202
Blautia_A obeum	60767	S	4037	35581	39618	0.00127
Blautia_A hydrogenotrophica	60761	S	2927	3833	6760	0.00022
Blautia_A fusiformis	60759	S	2079	32523	34602	0.00111
Blautia_A sp000436615	60770	S	1969	17038	19007	0.00061
Blautia_A wexlerae_B	60864	S	1625	20120	21745	0.00070
Blautia_A luti	60766	S	1251	8503	9754	0.00031
Blautia_A acetigignens	60748	S	699	4714	5413	0.00017
Blautia_A sp905209435	60828	S	641	1202	1843	0.00006
Blautia_A difficilis	60752	S	559	3341	3900	0.00012
Blautia_A sp900066355	60808	S	449	5437	5886	0.00019
Blautia_A sp905206915	60827	S	447	3183	3630	0.00012
Blautia_A wexlerae_C	60865	S	365	8645	9010	0.00029
Blautia_A sp021771755	60787	S	309	1618	1927	0.00006
Blautia_A sp934371575	60832	S	283	357	640	0.00002
Blautia_A sp900548245	60815	S	270	2910	3180	0.00010
Blautia_A sp900316115	60810	S	222	110	332	0.00001
Blautia_A sp019419095	60784	S	190	1547	1737	0.00006
Blautia_A sp900120195	60809	S	176	1442	1618	0.00005
Blautia_A sp003471165	60771	S	173	1544	1717	0.00005
Blautia_A sp937900135	60848	S	170	102	272	0.00001
Blautia_A sp900541985	60813	S	143	545	688	0.00002
Blautia_A intestinalis	60762	S	114	1204	1318	0.00004
Blautia_A sp934424005	60842	S	113	232	345	0.00001
Blautia_A sp018919065	60782	S	112	309	421	0.00001
Blautia_A sp934394545	60837	S	106	68	174	0.00001
Blautia_A sp900549015	60816	S	96	399	495	0.00002
Blautia_A sp934409175	60841	S	96	18	114	0.00000
Blautia_A sp934394595	60838	S	83	60	143	0.00000
Blautia_A sp900764225	60823	S	81	309	390	0.00001
Blautia_A sp003477525	60773	S	69	567	636	0.00002
Blautia_A sp900751995	60821	S	68	1339	1407	0.00004
Blautia_A sp937893675	60847	S	59	211	270	0.00001
Blautia_A sp934426285	60844	S	57	58	115	0.00000
Blautia_A caecimuris	60751	S	57	347	404	0.00001
Blautia_A sp900763175	60822	S	55	241	296	0.00001
Blautia_A sp934359835	60830	S	53	60	113	0.00000
Blautia_A gallistercoris	60760	S	50	18	68	0.00000
Blautia_A sp029101305	60795	S	50	16	66	0.00000
Blautia_A schinkii_B	60769	S	38	251	289	0.00001
Blautia_A sp003474435	60772	S	38	342	380	0.00001
Blautia_A sp934424575	60843	S	36	64	100	0.00000
Blautia_A faecavium	60755	S	33	78	111	0.00000
Blautia_A sp938028845	60849	S	28	90	118	0.00000
Blautia_A sp934408705	60840	S	27	7	34	0.00000
Blautia_A sp934371915	60833	S	25	36	61	0.00000
Blautia_A sp934437695	60845	S	17	7	24	0.00000
Blautia_A sp900547615	60814	S	14	42	56	0.00000
Blautia_A sp030524715	60799	S	13	4	17	0.00000
Blautia_A sp900551715	60819	S	11	6	17	0.00000
Blautia_A sp030527765	60802	S	10	0	10	0.00000
Blautia_A sp934372025	60834	S	10	4	14	0.00000
Blautia_A sp934364795	60831	S	8	3	11	0.00000
Blautia_A sp934378195	60836	S	7	2	9	0.00000
Blautia_A sp934373235	60835	S	5	1	6	0.00000
Blautia_A sp934358405	60829	S	4	1	5	0.00000
Blautia_A sp030527365	60801	S	4	1	5	0.00000
Blautia_A sp021772055	60788	S	4	6	10	0.00000
Blautia_A sp900553515	60820	S	4	10	14	0.00000
Blautia_A schinkii	60768	S	2	4	6	0.00000
Blautia_A intestinavium	60763	S	1	2	3	0.00000
Blautia_A sp958367245	60862	S	1	1	2	0.00000
Blautia_A excrementipullorum	60754	S	1	2	3	0.00000
Blautia_A sp900541345	60812	S	1	2	3	0.00000
Blautia_A sp018918125	60781	S	1	0	1	0.00000
Blautia_A sp022764275	60789	S	1	0	1	0.00000
Blautia_A sp026169535	60792	S	1	1	2	0.00000
Blautia_A sp028722515	60793	S	1	1	2	0.00000
Blautia_A sp028767025	60794	S	1	3	4	0.00000
Blautia_A avistercoris	60750	S	1	1	2	0.00000
Agathobacter faecis	60474	S	30147	286514	316661	0.01013
Agathobacter rectalis	60475	S	24520	371230	395750	0.01266
Agathobacter sp000434275	60477	S	3363	48367	51730	0.00165
Agathobacter sp900546625	60500	S	1957	13891	15848	0.00051
Agathobacter sp900317585	60498	S	399	3509	3908	0.00012
Agathobacter sp934365945	60511	S	258	1399	1657	0.00005
Agathobacter sp934316545	60508	S	222	842	1064	0.00003
Agathobacter sp900550545	60503	S	174	1935	2109	0.00007
Agathobacter sp905209075	60505	S	131	157	288	0.00001
Agathobacter sp002474415	60478	S	57	77	134	0.00000
Agathobacter sp934359755	60510	S	56	20	76	0.00000
Agathobacter sp934307695	60507	S	15	7	22	0.00000
Agathobacter sp900549895	60502	S	6	26	32	0.00000
Agathobacter sp944381555	60513	S	5	1	6	0.00000
Agathobacter sp022775045	60492	S	4	3	7	0.00000
Agathobacter sp900552085	60504	S	2	6	8	0.00000
Agathobacter sp945971355	60517	S	1	0	1	0.00000
Agathobacter sp900543445	60499	S	1	2	3	0.00000
Lachnospira pectinoschiza_A	62191	S	74003	348989	422992	0.01353
Lachnospira sp000436535	62194	S	29175	18959	48134	0.00154
Lachnospira eligens_A	62187	S	7251	136486	143737	0.00460
Lachnospira sp000437735	62195	S	1594	5231	6825	0.00022
Lachnospira eligens	62186	S	1249	15787	17036	0.00054
Lachnospira sp019424245	62202	S	1056	9504	10560	0.00034
Lachnospira sp003537285	62199	S	981	11235	12216	0.00039
Lachnospira sp003451515	62198	S	575	4844	5419	0.00017
Lachnospira hominis	62188	S	524	2538	3062	0.00010
Lachnospira sp900547255	62208	S	137	154	291	0.00001
Lachnospira sp934343805	62216	S	110	252	362	0.00001
Lachnospira sp900552795	62210	S	104	249	353	0.00001
Lachnospira sp934358235	62217	S	94	35	129	0.00000
Lachnospira sp900551945	62209	S	72	58	130	0.00000
Lachnospira sp002435585	62197	S	50	8	58	0.00000
Lachnospira sp900545725	62207	S	50	43	93	0.00000
Lachnospira sp030537195	62206	S	32	24	56	0.00000
Lachnospira sp000436475	62193	S	18	37	55	0.00000
Lachnospira sp945910225	62221	S	6	6	12	0.00000
Lachnospira sp030536855	62205	S	3	2	5	0.00000
Lachnospira sp934359185	62218	S	1	0	1	0.00000
Acetatifactor intestinalis	60289	S	28560	211635	240195	0.00768
Acetatifactor sp003447295	60297	S	5785	41215	47000	0.00150
Acetatifactor acetigignens	60287	S	5619	69123	74742	0.00239
Acetatifactor sp945929965	60416	S	1131	8921	10052	0.00032
Acetatifactor sp934394665	60400	S	573	2351	2924	0.00009
Acetatifactor sp934394815	60401	S	357	917	1274	0.00004
Acetatifactor sp947625255	60446	S	342	726	1068	0.00003
Acetatifactor sp900766575	60362	S	246	1149	1395	0.00004
Acetatifactor sp002431915	60295	S	236	133	369	0.00001
Acetatifactor sp900772845	60364	S	112	322	434	0.00001
Acetatifactor sp934436245	60406	S	87	182	269	0.00001
Acetatifactor sp934436435	60407	S	46	100	146	0.00000
Acetatifactor sp934394515	60399	S	38	167	205	0.00001
Acetatifactor sp900554205	60359	S	34	144	178	0.00001
Acetatifactor sp934433135	60405	S	33	30	63	0.00000
Acetatifactor sp016303085	60309	S	29	50	79	0.00000
Acetatifactor sp900755865	60360	S	28	12	40	0.00000
Acetatifactor sp900771995	60363	S	20	42	62	0.00000
Acetatifactor sp934426825	60404	S	13	2	15	0.00000
Acetatifactor sp900760705	60361	S	10	11	21	0.00000
Acetatifactor stercoripullorum	60469	S	5	1	6	0.00000
Acetatifactor sp934402375	60403	S	5	9	14	0.00000
Acetatifactor sp900320485	60358	S	3	3	6	0.00000
Acetatifactor sp011959105	60300	S	2	11	13	0.00000
Acetatifactor sp016293615	60308	S	1	1	2	0.00000
Acetatifactor sp944381545	60408	S	1	1	2	0.00000
Acetatifactor muris	60290	S	1	8	9	0.00000
Anaerostipes hadrus	60625	S	18438	172001	190439	0.00609
Anaerostipes amylophilus	60619	S	3316	21782	25098	0.00080
Anaerostipes sp905215045	60638	S	1990	26169	28159	0.00090
Anaerostipes sp019423795	60631	S	738	9916	10654	0.00034
Anaerostipes sp900066705	60635	S	431	2770	3201	0.00010
Anaerostipes sp018918155	60629	S	138	127	265	0.00001
