#Classification	SRR5091542_bracken_P.kreport
k__Bacteria	5255164
k__Bacteria|p__Bacteroidetes	4481065
k__Bacteria|p__Firmicutes	733134
k__Bacteria|p__Actinobacteria	22269
k__Bacteria|p__Proteobacteria	18505
k__Bacteria|p__Synergistetes	97
k__Bacteria|p__Fusobacteria	60
k__Bacteria|p__Verrucomicrobia	14
k__Bacteria|p__Spirochaetes	9
k__Bacteria|p__Candidatus_Saccharibacteria	7
k__Bacteria|p__Acidobacteria	1
k__Archaea	221
k__Archaea|p__Euryarchaeota	221
k__Eukaryota	73
k__Eukaryota|k__Viridiplantae	54
k__Eukaryota|k__Viridiplantae|p__Streptophyta	54
k__Eukaryota|k__Fungi	19
k__Eukaryota|k__Fungi|p__Ascomycota	19
k__Viruses	752
k__Viruses|k__Heunggongvirae	752
k__Viruses|k__Heunggongvirae|p__Uroviricota	752
