name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829385	118327	S	3	58	61	0.10410
Methylobacterium sp008039875	118308	S	2	63	65	0.11092
Methylobacterium sp022829365	118326	S	1	19	20	0.03413
Lichenihabitans flavocetrariae	118233	S	2	4	6	0.01024
Rhizobium rhododendri	119997	S	8	166	174	0.29693
Lichenicoccus roseus	113922	S	11	67	78	0.13311
Sphingomonas_N sp937859915	125357	S	3	40	43	0.07338
Caballeronia sp001557535	126764	S	1	57	58	0.09898
Nostoc sp017115085	96877	S	2	68	70	0.11945
Acidisarcina polymorpha	40108	S	1	3	4	0.00683
RYN-133 sp025963285	45625	S	2	1	3	0.00512
