name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Protofrankia sp917627385	45450	S	35	113	148	0.01973
Protofrankia californiensis	45447	S	16	133	149	0.01986
Lawsonella clevelandensis_A	46365	S	1	16	17	0.00227
Cutibacterium acnes	48418	S	15	3708	3723	0.49627
Cutibacterium granulosum	48420	S	1	8	9	0.00120
Streptomyces ruber	49385	S	1	9	10	0.00133
Bradyrhizobium sp003020075	120535	S	3	940	943	0.12570
Bradyrhizobium sp029892425	120642	S	1	16	17	0.00227
Afipia sp017474385	120328	S	2	167	169	0.02253
Mesorhizobium sp004020645	119593	S	1	2	3	0.00040
Mesorhizobium sp004017275	119587	S	1	7	8	0.00107
Xylella fastidiosa	141322	S	7	176	183	0.02439
Sphingobacterium bovisgrunnientis	90199	S	22	187	209	0.02786
Phocaeicola sp937912035	77292	S	1	180	181	0.02413
Lactococcus hircilactis	55810	S	1	145	146	0.01946
Limosilactobacillus sp946579075	55642	S	2	351	353	0.04705
Staphylococcus epidermidis	57090	S	2	956	958	0.12770
Staphylococcus capitis	57076	S	1	83	84	0.01120
Anaerococcus hydrogenalis	71359	S	1	67	68	0.00906
Anaerococcus sp943913325	71394	S	1	112	113	0.01506
