feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteroidaceae	NAFLD	Negative	0.220291486346624	0.058332049452904	35	35	0.000631508986135503	0.0221621076098887
Lachnospiraceae	NAFLD	Negative	-0.234832742593136	0.0650821893514664	35	35	0.00100736852772221	0.0221621076098887
Odoribacteraceae	NAFLD	Negative	0.0363711877823372	0.0113458306139692	35	23	0.00298785376447889	0.0388068190593591
Tannerellaceae	NAFLD	Negative	0.0645560311909616	0.0205427059129789	35	35	0.00352789264175992	0.0388068190593591
Streptococcaceae	NAFLD	Negative	-0.0357905010917362	0.0119563786471412	35	34	0.0051941359545111	0.0457083963996976
Bifidobacteriaceae	NAFLD	Negative	-0.103143351351944	0.0361732582449158	35	34	0.00745225132919173	0.0527489224481151
Burkholderiaceae	NAFLD	Negative	-0.0127303795247688	0.00454014981676146	35	10	0.0083918740258365	0.0527489224481151
Coriobacteriaceae	NAFLD	Negative	-0.0512668034558264	0.0201019682678901	35	30	0.0155877842820915	0.0857328135515031
Acidaminococcaceae	NAFLD	Negative	0.0311011557156286	0.0128197502305093	35	20	0.0208944762366744	0.102150772712631
Campylobacteraceae	NAFLD	Negative	0.0034482283341904	0.00152375232559461	35	5	0.0303407096433854	0.119507272733548
Peptostreptococcaceae	NAFLD	Negative	-0.0512603328849041	0.0222468709914719	35	35	0.0276479110619388	0.119507272733548
Sutterellaceae	NAFLD	Negative	0.019141940825528	0.00857999357548601	35	23	0.032592892563695	0.119507272733548
Clostridiaceae	NAFLD	Negative	0.0398953276258696	0.0204140898420635	35	35	0.0591825000280541	0.164118558094032
Desulfovibrionaceae	NAFLD	Negative	0.0142062891286917	0.00728423223044486	35	23	0.059679475670557	0.164118558094032
Prevotellaceae	NAFLD	Negative	0.129851801723763	0.0640721815422404	35	30	0.0508417719465757	0.164118558094032
Rikenellaceae	NAFLD	Negative	0.0528621181423899	0.0268279020872755	35	34	0.0572284139454316	0.164118558094032
Lactobacillaceae	NAFLD	Negative	-0.0347328222313542	0.0196576629837316	35	22	0.0864961975924164	0.223872511415666
