name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vescimonas cirricatena	67950	S	54772	5251567	5306339	0.44158
Vescimonas sp900545585	67986	S	1800	38090	39890	0.00332
Vescimonas sp000435975	67954	S	1623	20611	22234	0.00185
Vescimonas coprocola	67951	S	90	7895	7985	0.00066
Vescimonas sp900547745	67987	S	57	761	818	0.00007
Vescimonas sp934597345	68016	S	33	283	316	0.00003
Vescimonas sp900757415	67999	S	15	231	246	0.00002
Vescimonas sp900551995	67992	S	12	270	282	0.00002
Vescimonas sp900552725	67994	S	7	80	87	0.00001
Vescimonas sp900552475	67993	S	6	65	71	0.00001
Vescimonas sp003487665	67958	S	4	63	67	0.00001
Vescimonas fastidiosa	67952	S	3	217	220	0.00002
Vescimonas sp934590325	68011	S	2	12	14	0.00000
Vescimonas sp934635545	68020	S	1	5	6	0.00000
Vescimonas sp934635515	68019	S	1	4	5	0.00000
Vescimonas sp900545495	67985	S	1	13	14	0.00000
Vescimonas sp934591815	68014	S	1	15	16	0.00000
Vescimonas sp004557655	67961	S	1	42	43	0.00000
Vescimonas sp945877515	68024	S	1	12	13	0.00000
Vescimonas sp900548615	67988	S	1	9	10	0.00000
Faecousia sp000435995	66951	S	23348	199814	223162	0.01857
Faecousia sp003525905	66958	S	17868	392787	410655	0.03417
Faecousia sp900544405	67113	S	47	778	825	0.00007
Faecousia sp900763965	67132	S	15	99	114	0.00001
Faecousia sp934668285	67175	S	8	17	25	0.00000
Faecousia sp902465435	67137	S	6	7	13	0.00000
Faecousia sp944382965	67178	S	6	48	54	0.00000
Faecousia sp022786965	67093	S	4	37	41	0.00000
Faecousia sp900554625	67125	S	2	64	66	0.00001
Faecousia sp934667815	67173	S	2	3	5	0.00000
Faecousia sp900547405	67119	S	2	17	19	0.00000
Faecousia faecavium	66944	S	2	52	54	0.00000
Faecousia sp949293985	67224	S	1	9	10	0.00000
Faecousia sp900556935	67127	S	1	4	5	0.00000
Faecousia sp900770015	67136	S	1	11	12	0.00000
Faecousia sp021771675	67086	S	1	28	29	0.00000
Faecousia sp934654755	67172	S	1	6	7	0.00000
F23-B02 sp004553495	66925	S	40547	257378	297925	0.02479
F23-B02 sp001916715	66921	S	48	1887	1935	0.00016
F23-B02 sp003533405	66924	S	18	55	73	0.00001
F23-B02 sp004557075	66927	S	1	13	14	0.00000
Hominicoprocola fusiformis	67277	S	46	7887	7933	0.00066
