feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Acinetobacter	Group	eczema	0.00935721712587559	0.0127050873893088	69	56	0.464001299540869	0.788050026307387
Agrobacterium	Group	eczema	-0.00605460768217335	0.00547095221050141	69	36	0.272388842602515	0.788050026307387
Anoxybacillus	Group	eczema	-0.00947699421859272	0.0103964564433146	69	17	0.365268545489569	0.788050026307387
Aquabacterium	Group	eczema	0.0132138828018181	0.0211868262526772	69	67	0.534952839795709	0.788050026307387
Azospirillum	Group	eczema	-0.0125954735834321	0.0122814718899862	69	31	0.308784225026311	0.788050026307387
Bacillus	Group	eczema	0.00317208550088931	0.00234666999400783	69	8	0.181004814741373	0.788050026307387
Burkholderia	Group	eczema	0.00672001054732972	0.0125824231163904	69	31	0.595054433049022	0.788050026307387
Comamonas	Group	eczema	0.00482318567946396	0.00397169045553244	69	7	0.228861325030798	0.788050026307387
Corynebacterium	Group	eczema	0.0569736428839052	0.0749871706442748	69	37	0.45005215297126	0.788050026307387
Cutibacterium	Group	eczema	0.0155074388008175	0.0303449159759119	69	67	0.611003610804247	0.788050026307387
Effusibacillus	Group	eczema	-0.00532555022024505	0.00686032216076944	69	15	0.440313866555521	0.788050026307387
Escherichia	Group	eczema	-0.0725381296447447	0.0508757133708014	69	17	0.158571345925652	0.788050026307387
Halomonas	Group	eczema	-0.00181865099645711	0.00366483991958245	69	19	0.621347136126978	0.788050026307387
Herbaspirillum	Group	eczema	0.00475907558247155	0.00886523210620752	69	56	0.593166929027254	0.788050026307387
Hydrogenophilus	Group	eczema	-0.00337144582735666	0.00519000953493302	69	12	0.518169638321016	0.788050026307387
Hylemonella	Group	eczema	0.00680585032963453	0.00916366369273336	69	59	0.460259623621234	0.788050026307387
Klebsiella	Group	eczema	-0.00521720501527654	0.0080471670832058	69	7	0.51898857929391	0.788050026307387
Kocuria	Group	eczema	0.0235124748445222	0.0109112432543736	69	16	0.0347688121537405	0.788050026307387
Lactobacillus	Group	eczema	0.00338810900628365	0.00521774167279801	69	10	0.518335997193348	0.788050026307387
Limosilactobacillus	Group	eczema	0.00512938695173783	0.00284835669043309	69	8	0.0762313316186638	0.788050026307387
Listeria	Group	eczema	0.00293997196718125	0.00242879845665203	69	7	0.230354062276631	0.788050026307387
Meiothermus	Group	eczema	-0.044643413365312	0.0324545782935619	69	33	0.173537614463857	0.788050026307387
Microbacterium	Group	eczema	-0.0052246382513681	0.00297344300467453	69	8	0.083469130048082	0.788050026307387
Micrococcus	Group	eczema	-0.00421943141504924	0.00805204301260674	69	35	0.601993900576057	0.788050026307387
Moraxella	Group	eczema	-0.00800614614253412	0.00653205761991786	69	20	0.224613864599369	0.788050026307387
Mycobacterium	Group	eczema	0.00392856454006263	0.00672876983080792	69	39	0.561284530093667	0.788050026307387
NICIL.2	Group	eczema	-0.0155343345014802	0.0138045283575227	69	19	0.264473940746476	0.788050026307387
Paraburkholderia	Group	eczema	0.0122765853933295	0.0165797048981503	69	65	0.461608812448289	0.788050026307387
Paracoccus	Group	eczema	0.00588613041153349	0.0066355441742621	69	9	0.378219401405108	0.788050026307387
Phocaeicola	Group	eczema	-0.00813819767160984	0.00771699153036169	69	8	0.295404869018988	0.788050026307387
Prevotella	Group	eczema	0.0402986326129374	0.0352445642655661	69	9	0.256941609233634	0.788050026307387
Pseudomonas	Group	eczema	0.0563685406111623	0.063922069873674	69	69	0.381020287870618	0.788050026307387
Rothia	Group	eczema	0.00371387843778075	0.0071913593564117	69	10	0.607250178577338	0.788050026307387
Salmonella	Group	eczema	0.00606352496556079	0.00398394234015124	69	10	0.132717263067307	0.788050026307387
Sphingobium	Group	eczema	-0.00493474304816795	0.00547890948944791	69	40	0.370984744012588	0.788050026307387
Staphylococcus	Group	eczema	-0.0769171085335397	0.0974995684765855	69	48	0.432954986726266	0.788050026307387
Stenotrophomonas	Group	eczema	0.00418570893703522	0.00598026734409363	69	7	0.486400447075251	0.788050026307387
Streptococcus	Group	eczema	-0.0455004237261313	0.0353028178540151	69	25	0.201878904627149	0.788050026307387
Stutzerimonas	Group	eczema	0.0366987551222237	0.0440339704872068	69	69	0.407569691292879	0.788050026307387
Tepidimonas	Group	eczema	-0.00434086649652416	0.00343132941981147	69	11	0.210229107062588	0.788050026307387
Thermoflavifilum	Group	eczema	-0.00720141129320102	0.00843691615158399	69	17	0.396390411328049	0.788050026307387
Actinomyces	Group	eczema	-0.00147666673667516	0.00513942167033033	69	9	0.774752889018524	0.882531533255771
Alcaligenes	Group	eczema	-0.0037403552722581	0.0133809807845998	69	25	0.780700971726259	0.882531533255771
Bifidobacterium	Group	eczema	-0.00512946332384795	0.0162013948021586	69	8	0.752526731981548	0.882531533255771
Brevundimonas	Group	eczema	0.00120259750066348	0.00334923794552179	69	9	0.720674820847672	0.882531533255771
Haemophilus	Group	eczema	-0.00870015008047865	0.0296024020228304	69	7	0.769742760922663	0.882531533255771
Neisseria	Group	eczema	-0.00273536905970818	0.0112553410542975	69	8	0.808725792832573	0.889848612106027
Thiopseudomonas	Group	eczema	0.00168726011932524	0.00744488152586965	69	9	0.821398718867102	0.889848612106027
Dermacoccus	Group	eczema	-0.00100657252654795	0.00600667538191913	69	19	0.86742191151359	0.920529375483809
Acidovorax	Group	eczema	-0.000974350506077841	0.0067580006920561	69	52	0.885793239406788	0.92122496898306
Cupriavidus	Group	eczema	0.000826837845618187	0.00885032121391245	69	51	0.925845050695402	0.943998875218841
Lawsonella	Group	eczema	-0.000251494900767333	0.00873532696361306	69	30	0.977117221903896	0.977117221903896
