# git tag version 3.1.0 |  motus version 3.1.0 | map_tax 3.1.0 | gene database: nr3.1.0 | calc_mgc 3.1.0 -y insert.scaled_counts -l 75 | calc_motu 3.1.0 -k mOTU -C no_CAMI -g 3 -c -p -u | taxonomy: ref_mOTU_3.1.0 meta_mOTU_3.1.0
# call: python /nfs3_ib/nfs-ip34/home/def-ilafores/programs/motu-profiler_env/bin/motus profile -f /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Saliva/preproc/GQ4/GQ4_paired_1.fastq -r /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Saliva/preproc/GQ4/GQ4_paired_2.fastq -s /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Saliva/preproc/GQ4/GQ4_unmatched_1.fastq -s /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Saliva/preproc/GQ4/GQ4_unmatched_2.fastq -n GQ4 -t 24 -u -c -p
#mOTU	consensus_taxonomy	NCBI_tax_id	GQ4
ref_mOTU_v31_00282	Streptococcus pneumoniae	1313	4
ref_mOTU_v31_00283	Streptococcus sp. [Streptococcus pneumoniae/Streptococcus sp. HMSC070B10/Streptococcus sp. HMSC063B03/Streptococcus sp. HMSC077D04/Streptococcus sp. HMSC073F11/Streptococcus sp. CCUG 49591/Streptococcus pseudopneumoniae/Streptococcus mitis/Streptococcus sp. M334]	NA	66
ref_mOTU_v31_00287	Streptococcus oralis	1303	2
ref_mOTU_v31_00288	Streptococcus oralis [Streptococcus oralis/Streptococcus sp. oral taxon 071/Streptococcus sp. F0441]	1303	4
ref_mOTU_v31_00290	Streptococcus oralis [Streptococcus sp. BS35b/Streptococcus sp. BS21/Streptococcus sp. BS29a/Streptococcus sp. SR1/Streptococcus oralis/Streptococcus sp. CM6]	1303	3
ref_mOTU_v31_00292	Streptococcus oralis	1303	10
ref_mOTU_v31_00296	Streptococcus oralis	1303	26
ref_mOTU_v31_00300	Streptococcus peroris [Streptococcus sp. HMSC34B10/Streptococcus peroris]	68891	1
ref_mOTU_v31_00301	Streptococcus sp. [Streptococcus sp. SK140/Streptococcus oralis/Streptococcus sp. HMSC074B11/Streptococcus sp. HMSC061D10/Streptococcus sp. HMSC056C01/Streptococcus sp. HMSC034E03/Streptococcus sp. HMSC071D03/Streptococcus pseudopneumoniae/Streptococcus infantis/Streptococcus sp. oral taxon 431]	NA	66
ref_mOTU_v31_00302	Streptococcus infantis	68892	3
ref_mOTU_v31_00303	Streptococcus sp. HMSC067H01	1739491	3
ref_mOTU_v31_00304	Streptococcus sp. HPH0090	1203590	1
ref_mOTU_v31_00305	Streptococcus infantis	68892	9
ref_mOTU_v31_00306	Streptococcus infantis	68892	16
ref_mOTU_v31_00307	Streptococcus pseudopneumoniae/infantis [Streptococcus sp. HMSC062D07/Streptococcus pseudopneumoniae/Streptococcus infantis]	NA	11
ref_mOTU_v31_00308	Streptococcus infantis	68892	1
ref_mOTU_v31_00309	Streptococcus timonensis	1852387	2
ref_mOTU_v31_00310	Streptococcus sp. [Streptococcus sp. I-G2/Streptococcus sp. I-P16]	NA	72
ref_mOTU_v31_00311	Streptococcus australis [Streptococcus australis/Streptococcus sp. 400_SSPC/Streptococcus sp. 343_SSPC/Streptococcus sp. 1171_SSPC/Streptococcus sp. A12]	113107	55
