#Classification	S-21-POLJUN-B_bracken_F.kreport
k__Bacteria	1903257
k__Bacteria|p__Actinobacteria	523444
k__Bacteria|p__Actinobacteria|c__Actinomycetia	496360
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	102904
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	102904
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	86622
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	62262
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	22929
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Kribbellaceae	1017
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Actinopolymorphaceae	412
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	83765
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	60055
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	12123
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae	5905
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	4132
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Tsukamurellaceae	740
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Dietziaceae	776
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Segniliparaceae	21
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Lawsonellaceae	9
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	64993
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	26836
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	10062
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae	5990
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae	5034
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ornithinimicrobiaceae	1803
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermacoccaceae	2210
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Promicromonosporaceae	1853
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae	1450
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	4118
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ruaniaceae	496
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Bogoriellaceae	2102
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Beutenbergiaceae	1950
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae	569
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermatophilaceae	74
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Kytococcaceae	440
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	59337
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae	59337
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	42702
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae	42702
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Sporichthyales	15291
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Sporichthyales|f__Sporichthyaceae	15291
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	7733
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae	3159
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Thermomonosporaceae	3612
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Nocardiopsaceae	962
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	7228
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae	7228
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	6922
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales|f__Nakamurellaceae	6922
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	6152
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales|f__Jatrophihabitantaceae	6152
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	3840
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales|f__Frankiaceae	3840
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	3081
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales|f__Catenulisporaceae	3081
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	2249
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	2249
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales	1162
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales|f__Jiangellaceae	1162
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Kineosporiales	1107
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Kineosporiales|f__Kineosporiaceae	1107
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	962
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	962
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Glycomycetales	127
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Glycomycetales|f__Glycomycetaceae	127
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Acidothermales	107
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Acidothermales|f__Acidothermaceae	107
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinopolysporales	53
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinopolysporales|f__Actinopolysporaceae	53
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus_Nanopelagicales	11
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus_Nanopelagicales|f__Candidatus_Nanopelagicaceae	11
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	16586
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	15755
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae	15755
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales	830
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae	830
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	7728
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	7728
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Baekduiaceae	7556
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae	172
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	2006
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	2006
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae	1865
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae	125
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae	15
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	614
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	507
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	507
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	107
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	76
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	30
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	148
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egicoccales	71
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egicoccales|f__Egicoccaceae	71
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales	40
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales|f__Euzebyaceae	40
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egibacterales	36
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egibacterales|f__Egibacteraceae	36
k__Bacteria|p__Cyanobacteria	372741
k__Bacteria|p__Cyanobacteria|o__Nostocales	366383
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	300629
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	32009
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae	11179
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae	6001
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	8542
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae	6769
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Tolypothrichaceae	1251
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	2927
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae	1830
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae	508
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Gomontiellaceae	319
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae	268
k__Bacteria|p__Cyanobacteria|o__Chroococcales	456
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Chroococcaceae	138
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Microcystaceae	207
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae	76
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Geminocystaceae	34
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	1499
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Leptolyngbyaceae	1424
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Thermosynechococcaceae	33
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Prochlorotrichaceae	13
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Oculatellaceae	23
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Pseudanabaenaceae	5
k__Bacteria|p__Cyanobacteria|o__Synechococcales	563
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	368
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Chamaesiphonaceae	70
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Merismopediaceae	87
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochlorococcaceae	29
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Acaryochloridaceae	7
k__Bacteria|p__Cyanobacteria|o__Thermostichales	529
k__Bacteria|p__Cyanobacteria|o__Thermostichales|f__Thermostichaceae	529
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales	171
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae	128
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Dermocarpellaceae	42
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales	143
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales|f__Chroococcidiopsidaceae	143
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria	50
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales	50
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|f__Gloeobacteraceae	50
k__Bacteria|p__Cyanobacteria|o__Gloeomargaritales	15
k__Bacteria|p__Cyanobacteria|o__Gloeomargaritales|f__Gloeomargaritaceae	15
k__Bacteria|p__Firmicutes	94925
k__Bacteria|p__Firmicutes|c__Bacilli	93750
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	92803
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	79216
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	13044
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae	89
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae	68
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	180
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae	17
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae	182
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae	3
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	947
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	616
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	166
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	96
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	66
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	1
k__Bacteria|p__Firmicutes|c__Clostridia	1002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	960
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales_Family_XVII._Incertae_Sedis	29
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiales_Family_XVI._Incertae_Sedis	100
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	443
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae	49
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	147
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	35
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	6
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Symbiobacteriaceae	5
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	81
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	41
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Heliobacteriaceae	10
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Vallitaleaceae	8
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Syntrophomonadaceae	1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	37
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae	23
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis	14
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales	1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales|f__Tepidanaerobacteraceae	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	65
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	65
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	56
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	9
k__Bacteria|p__Firmicutes|c__Negativicutes	58
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	46
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	46
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	12
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	12
k__Bacteria|p__Firmicutes|c__Tissierellia	31
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	31
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae	22
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	9
k__Bacteria|p__Firmicutes|c__Limnochordia	16
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales	16
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales|f__Limnochordaceae	16
k__Bacteria|p__Chloroflexi	529
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	302
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales	302
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae	302
k__Bacteria|p__Chloroflexi|c__Chloroflexia	54
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales	54
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae	47
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae	7
k__Bacteria|p__Chloroflexi|c__Tepidiformia	52
k__Bacteria|p__Chloroflexi|c__Tepidiformia|o__Tepidiformales	52
k__Bacteria|p__Chloroflexi|c__Tepidiformia|o__Tepidiformales|f__Tepidiformaceae	52
k__Bacteria|p__Chloroflexi|c__Ardenticatenia	46
k__Bacteria|p__Chloroflexi|c__Ardenticatenia|o__Ardenticatenales	46
k__Bacteria|p__Chloroflexi|c__Ardenticatenia|o__Ardenticatenales|f__Ardenticatenaceae	46
k__Bacteria|p__Chloroflexi|c__Thermomicrobia	37
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales	35
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae	35
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales	2
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales|f__Thermomicrobiaceae	2
k__Bacteria|p__Chloroflexi|c__Caldilineae	16
k__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales	16
k__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales|f__Caldilineaceae	16
k__Bacteria|p__Chloroflexi|c__Anaerolineae	16
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales	16
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae	16
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	4
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales	4
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae	4
k__Bacteria|p__Deinococcus-Thermus	356
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	356
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales	276
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae	276
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales	73
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae	73
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Trueperales	6
