name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Palsa-504 sp003168295	50190	S	58824	254562	313386	0.10509
Palsa-504 sp003140115	50188	S	20070	96055	116125	0.03894
Palsa-504 sp030853115	50197	S	6943	34955	41898	0.01405
Palsa-504 sp003161205	50189	S	5565	11727	17292	0.00580
Palsa-504 sp025934635	50193	S	1175	11188	12363	0.00415
Palsa-504 sp021154785	50192	S	770	1975	2745	0.00092
Palsa-504 sp030040475	50194	S	696	4664	5360	0.00180
Palsa-504 sp030045295	50196	S	352	1249	1601	0.00054
Palsa-504 sp030042885	50195	S	247	2381	2628	0.00088
Palsa-504 sp019246795	50191	S	125	360	485	0.00016
Bog-532 sp003164955	50009	S	5106	94151	99257	0.03329
Bog-532 sp019240215	50010	S	1208	7075	8283	0.00278
Trebonia kvetii	50336	S	867	3054	3921	0.00131
Trebonia sp027314595	50341	S	629	2517	3146	0.00106
Trebonia sp027326205	50342	S	560	3277	3837	0.00129
Trebonia sp025934375	50339	S	244	4295	4539	0.00152
Trebonia sp030038035	50343	S	240	2014	2254	0.00076
Trebonia sp025935815	50340	S	208	2872	3080	0.00103
Trebonia sp030043595	50344	S	64	168	232	0.00008
Trebonia sp017354375	50338	S	47	99	146	0.00005
Trebonia sp009784565	50337	S	25	265	290	0.00010
RYN-230 sp025964635	50213	S	2911	11041	13952	0.00468
JASHPR01 sp030039095	50050	S	299	2610	2909	0.00098
JASHPR01 sp030041195	50051	S	264	1074	1338	0.00045
JASHPR01 sp030038015	50049	S	126	399	525	0.00018
JASHPR01 sp030050125	50052	S	69	542	611	0.00020
PALSA-505 sp003168255	50187	S	888	1403	2291	0.00077
JAJYUU01 sp030038495	50036	S	80	182	262	0.00009
JAJYUU01 sp027314515	50033	S	51	699	750	0.00025
JAJYUU01 sp030041275	50042	S	35	130	165	0.00006
JAJYUU01 sp030041135	50041	S	31	51	82	0.00003
JAJYUU01 sp021792405	50032	S	30	1003	1033	0.00035
JAJYUU01 sp030045215	50043	S	30	84	114	0.00004
JAJYUU01 sp030040415	50039	S	20	12	32	0.00001
JAJYUU01 sp030040155	50038	S	19	26	45	0.00002
JAJYUU01 sp030052355	50044	S	16	20	36	0.00001
JAJYUU01 sp030038715	50037	S	13	8	21	0.00001
JAJYUU01 sp030040815	50040	S	8	16	24	0.00001
JAJYUU01 sp030038295	50035	S	7	21	28	0.00001
JAJYUU01 sp030037785	50034	S	6	19	25	0.00001
Palsa-506 sp003168215	50198	S	385	5587	5972	0.00200
JAFARZ01 sp019245115	50028	S	296	2486	2782	0.00093
RYN-227 sp025964615	50212	S	194	775	969	0.00032
UBA9676 sp003541285	50345	S	171	1909	2080	0.00070
JAFAZE01 sp019239975	50029	S	160	2826	2986	0.00100
Chersky-822 sp030045175	50018	S	37	53	90	0.00003
Chersky-822 sp017882645	50012	S	33	43	76	0.00003
Chersky-822 sp027313705	50015	S	18	40	58	0.00002
Chersky-822 sp021792855	50014	S	17	155	172	0.00006
Chersky-822 sp021324595	50013	S	7	119	126	0.00004
Chersky-822 sp030043395	50017	S	6	1	7	0.00000
Chersky-822 sp027366365	50016	S	2	52	54	0.00002
