#Classification	GQ7_bracken_F.kreport
k__Bacteria	4529609
k__Bacteria|p__Firmicutes	2573088
k__Bacteria|p__Firmicutes|c__Bacilli	2116900
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2116839
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2072181
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	15666
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	1196
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	445
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	27350
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	60
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	42
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	18
k__Bacteria|p__Firmicutes|c__Negativicutes	442101
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	435269
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	435269
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	6831
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	6831
k__Bacteria|p__Firmicutes|c__Clostridia	13592
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	13592
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	12585
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	574
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	259
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	72
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	100
k__Bacteria|p__Firmicutes|c__Tissierellia	371
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	371
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	371
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	122
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	122
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	122
k__Bacteria|p__Actinobacteria	457379
k__Bacteria|p__Actinobacteria|c__Actinomycetia	451962
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	347282
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	347259
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	20
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	86210
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	86210
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	10772
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	10743
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae	16
