#Classification	GQ54_bracken_C.kreport
k__Bacteria	29192798
k__Bacteria|p__Firmicutes	14044681
k__Bacteria|p__Firmicutes|c__Clostridia	13298314
k__Bacteria|p__Firmicutes|c__Bacilli	433289
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	261350
k__Bacteria|p__Firmicutes|c__Negativicutes	49695
k__Bacteria|p__Firmicutes|c__Tissierellia	2024
k__Bacteria|p__Firmicutes|c__Limnochordia	6
k__Bacteria|p__Actinobacteria	1017766
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	993016
k__Bacteria|p__Actinobacteria|c__Actinomycetia	24711
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	17
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	14
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	7
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	1
k__Bacteria|p__Tenericutes	1029
k__Bacteria|p__Tenericutes|c__Mollicutes	1029
k__Bacteria|p__Chloroflexi	170
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	109
k__Bacteria|p__Chloroflexi|c__Anaerolineae	17
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	15
k__Bacteria|p__Chloroflexi|c__Tepidiformia	13
k__Bacteria|p__Chloroflexi|c__Caldilineae	6
k__Bacteria|p__Chloroflexi|c__Thermomicrobia	3
k__Bacteria|p__Chloroflexi|c__Chloroflexia	3
k__Bacteria|p__Chloroflexi|c__Ardenticatenia	2
k__Bacteria|p__Deinococcus-Thermus	84
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	84
k__Bacteria|p__Cyanobacteria	9
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria	9
k__Bacteria|p__Armatimonadetes	2
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	1
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes	1
k__Bacteria|p__Bacteroidetes	13238332
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	13233269
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	3437
k__Bacteria|p__Bacteroidetes|c__Cytophagia	856
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	559
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	203
k__Bacteria|p__Bacteroidetes|c__Saprospiria	6
k__Bacteria|p__Ignavibacteriae	104
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria	104
k__Bacteria|p__Chlorobi	45
k__Bacteria|p__Chlorobi|c__Chlorobia	45
k__Bacteria|p__Rhodothermaeota	39
k__Bacteria|p__Rhodothermaeota|c__Rhodothermia	39
k__Bacteria|p__Fibrobacteres	21
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria	21
k__Bacteria|p__Gemmatimonadetes	12
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	12
k__Bacteria|p__Verrucomicrobia	726031
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	726005
k__Bacteria|p__Verrucomicrobia|c__Opitutae	20
k__Bacteria|p__Verrucomicrobia|c__Methylacidiphilae	2
k__Bacteria|p__Verrucomicrobia|c__Spartobacteria	2
k__Bacteria|p__Planctomycetes	156
k__Bacteria|p__Planctomycetes|c__Planctomycetia	104
k__Bacteria|p__Planctomycetes|c__Phycisphaerae	50
k__Bacteria|p__Planctomycetes|c__Candidatus_Uabimicrobiia	1
k__Bacteria|p__Chlamydiae	22
k__Bacteria|p__Chlamydiae|c__Chlamydiia	22
k__Bacteria|p__Kiritimatiellaeota	9
k__Bacteria|p__Kiritimatiellaeota|c__Tichowtungiia	9
k__Bacteria|p__Proteobacteria	141945
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	54217
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	7223
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	54508
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	19127
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	6840
k__Bacteria|p__Proteobacteria|c__Oligoflexia	15
k__Bacteria|p__Proteobacteria|c__Zetaproteobacteria	7
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	2
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia	2
k__Bacteria|p__Spirochaetes	20579
k__Bacteria|p__Spirochaetes|c__Spirochaetia	20579
k__Bacteria|p__Fusobacteria	1196
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1196
k__Bacteria|p__Synergistetes	119
k__Bacteria|p__Synergistetes|c__Synergistia	119
k__Bacteria|p__Nitrospirae	98
k__Bacteria|p__Nitrospirae|c__Nitrospira	92
k__Bacteria|p__Nitrospirae|c__Thermodesulfovibrionia	6
k__Bacteria|p__Candidatus_Saccharibacteria	95
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	95
k__Bacteria|p__Thermotogae	87
k__Bacteria|p__Thermotogae|c__Thermotogae	87
k__Bacteria|p__Acidobacteria	62
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	55
