name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptococcus sp000314795	56211	S	35	118304	118339	0.05172
Streptococcus oralis_CE	56076	S	12	45477	45489	0.01988
Streptococcus sp001813295	56230	S	12	70526	70538	0.03083
Streptococcus timonensis	56399	S	10	29616	29626	0.01295
Streptococcus mitis_CT	56009	S	8	40488	40496	0.01770
Streptococcus intermedius	55935	S	4	2479	2483	0.00109
Streptococcus salivarius_D	56177	S	4	12921	12925	0.00565
Streptococcus mitis_Y	56037	S	4	17322	17326	0.00757
Streptococcus sp004166885	56240	S	4	13911	13915	0.00608
Streptococcus sp901875575	56292	S	3	7518	7521	0.00329
Streptococcus mitis_BX	55986	S	3	38586	38589	0.01687
Streptococcus mitis_CI	55998	S	2	21991	21993	0.00961
Streptococcus mitis_CE	55994	S	2	41042	41044	0.01794
Streptococcus sp027659245	56273	S	2	2058	2060	0.00090
Streptococcus oralis_BY	56069	S	2	13998	14000	0.00612
Streptococcus humanilactis	55915	S	2	21635	21637	0.00946
Streptococcus mitis_BL	55974	S	2	19701	19703	0.00861
Streptococcus sp030546305	56284	S	2	20193	20195	0.00883
Streptococcus pseudopneumoniae_R	56168	S	1	3898	3899	0.00170
Streptococcus sp000187745	56206	S	1	5705	5706	0.00249
Streptococcus sp001808705	56225	S	1	3443	3444	0.00151
Streptococcus mitis_BK	55973	S	1	4455	4456	0.00195
Streptococcus gwangjuense	55904	S	1	12698	12699	0.00555
Streptococcus salivarius	56176	S	1	3154	3155	0.00138
Streptococcus oralis_E	56088	S	1	6049	6050	0.00264
Streptococcus mitis_L	56030	S	1	4140	4141	0.00181
Streptococcus sp905221115	56313	S	1	3230	3231	0.00141
Streptococcus sp001814775	56232	S	1	1045	1046	0.00046
Streptococcus mitis_BB	55964	S	1	6735	6736	0.00294
Streptococcus sp943912555	56364	S	1	2745	2746	0.00120
Streptococcus sp013277555	56258	S	1	5065	5066	0.00221
Streptococcus sp001556435	56219	S	1	4095	4096	0.00179
Streptococcus parasanguinis_S	56136	S	1	6355	6356	0.00278
Streptococcus sp000411475	56212	S	1	3060	3061	0.00134
Streptococcus australis_C	55852	S	1	3567	3568	0.00156
Streptococcus infantis_M	55933	S	1	4528	4529	0.00198
Streptococcus infantis_G	55927	S	1	2141	2142	0.00094
Streptococcus sp013394695	56259	S	1	3426	3427	0.00150
Streptococcus mitis_DA	56017	S	1	12521	12522	0.00547
Streptococcus parasanguinis_F	56123	S	1	6861	6862	0.00300
Streptococcus mitis_BW	55985	S	1	2285	2286	0.00100
Streptococcus parasanguinis_A	56119	S	1	4243	4244	0.00185
Streptococcus sp001072385	56216	S	1	4761	4762	0.00208
Streptococcus oralis_BL	56056	S	1	4498	4499	0.00197
Streptococcus infantis_B	55923	S	1	1744	1745	0.00076
Granulicatella sp937891475	54999	S	16	47923	47939	0.02095
Granulicatella sp902479935	54992	S	7	9997	10004	0.00437
Granulicatella adiacens	54982	S	4	5755	5759	0.00252
Granulicatella sp905371865	54993	S	3	3648	3651	0.00160
Granulicatella elegans_A	54986	S	2	2151	2153	0.00094
Granulicatella sp001058355	54987	S	1	2512	2513	0.00110
Granulicatella sp900551535	54991	S	1	2087	2088	0.00091
Granulicatella sp916049935	54994	S	1	1370	1371	0.00060
Abiotrophia sp001815865	54932	S	8	6871	6879	0.00301
Abiotrophia defectiva	54931	S	3	1238	1241	0.00054
Lacticaseibacillus rhamnosus	55328	S	7	3526	3533	0.00154
Gemella sanguinis	56992	S	57	16672	16729	0.00731
Gemella morbillorum	56990	S	49	67117	67166	0.02936
Gemella haemolysans_D	56988	S	12	31305	31317	0.01369
Gemella sp947254465	57005	S	11	64688	64699	0.02828
Gemella haemolysans_B	56986	S	5	6608	6613	0.00289
Gemella sp900766305	56999	S	4	4784	4788	0.00209
Gemella haemolysans_A	56985	S	3	2957	2960	0.00129
Gemella sp938038035	57002	S	1	4162	4163	0.00182
Neisseria sp000186165	130377	S	25	26974	26999	0.01180
Neisseria subflava_E	130405	S	20	21490	21510	0.00940
Neisseria flavescens_D	130352	S	14	12702	12716	0.00556
Neisseria mucosa	130363	S	13	52824	52837	0.02309
Neisseria sp946902045	130399	S	7	11610	11617	0.00508
Neisseria oralis	130366	S	6	3276	3282	0.00143
Neisseria elongata	130346	S	5	2217	2222	0.00097
Neisseria flavescens_A	130349	S	4	3480	3484	0.00152
Neisseria subflava_D	130404	S	4	5647	5651	0.00247
Neisseria perflava	130367	S	3	4233	4236	0.00185
Neisseria cerebrosa	130339	S	2	5697	5699	0.00249
Neisseria sicca_C	130375	S	2	3262	3264	0.00143
Neisseria sp947097615	130400	S	2	171	173	0.00008
Neisseria flavescens_B	130350	S	2	2796	2798	0.00122
Neisseria iguanae	130354	S	1	51	52	0.00002
Neisseria sp943181435	130398	S	1	1411	1412	0.00062
Neisseria perflava_A	130368	S	1	788	789	0.00034
Neisseria subflava_A	130402	S	1	1737	1738	0.00076
Neisseria sp001809325	130381	S	1	1192	1193	0.00052
Eikenella corrodens	130310	S	2	1324	1326	0.00058
Simonsiella muelleri	130430	S	9	2121	2130	0.00093
Kingella_A denitrificans	130327	S	3	2748	2751	0.00120
Kingella_B oralis	130328	S	1	355	356	0.00016
Lautropia mirabilis	127516	S	24	16434	16458	0.00719
Lautropia dentalis	127515	S	6	9095	9101	0.00398
Lautropia sp938046755	127527	S	1	678	679	0.00030
Haemophilus_D sp014931275	133936	S	7	16441	16448	0.00719
Haemophilus_D parainfluenzae_S	133924	S	4	4042	4046	0.00177
Haemophilus_D parainfluenzae_N	133919	S	4	6051	6055	0.00265
Haemophilus_D parainfluenzae_P	133921	S	4	6753	6757	0.00295
Haemophilus_D parainfluenzae_Q	133922	S	4	10634	10638	0.00465
Haemophilus_D parainfluenzae_R	133923	S	4	8648	8652	0.00378
Haemophilus_D sp937976265	133953	S	3	2415	2418	0.00106
Haemophilus_D parainfluenzae_AB	133913	S	3	6023	6026	0.00263
Haemophilus_D sp905207935	133949	S	3	4712	4715	0.00206
Haemophilus_D parainfluenzae	133910	S	2	6805	6807	0.00298
Haemophilus_D parainfluenzae_Y	133930	S	2	1974	1976	0.00086
Haemophilus_D parainfluenzae_M	133918	S	2	1297	1299	0.00057
Haemophilus_D sp019423005	133938	S	1	1403	1404	0.00061
Haemophilus_D parainfluenzae_Z	133931	S	1	2474	2475	0.00108
Haemophilus_D sp905214375	133950	S	1	1084	1085	0.00047
Haemophilus_D parainfluenzae_AC	133914	S	1	905	906	0.00040
Aggregatibacter kilianii	133841	S	76	39845	39921	0.01745
Aggregatibacter aphrophilus	133840	S	6	2429	2435	0.00106
Aggregatibacter segnis_B	133845	S	2	703	705	0.00031
Aggregatibacter segnis	133843	S	1	446	447	0.00020
Aggregatibacter segnis_A	133844	S	1	343	344	0.00015
Haemophilus haemolyticus_K	133891	S	15	16169	16184	0.00707
Haemophilus seminalis	133901	S	1	405	406	0.00018
Haemophilus_A sputorum	133908	S	24	49480	49504	0.02164
Haemophilus_A parahaemolyticus_A	133904	S	5	1626	1631	0.00071
Haemophilus_A parahaemolyticus_B	133905	S	3	509	512	0.00022
Mesocricetibacter sp905373425	133974	S	13	976	989	0.00043
Cardiobacterium hominis	131659	S	4	855	859	0.00038
Cardiobacterium valvarum	131664	S	1	110	111	0.00005
Moraxella_A sp927911235	137344	S	1	88	89	0.00004
Belnapia mucosa	113688	S	1	63	64	0.00003
Rothia dentocariosa	45227	S	105	54480	54585	0.02386
Rothia aeria	45222	S	96	30998	31094	0.01359
Rothia sp015265375	45252	S	39	16579	16618	0.00726
Rothia sp937976295	45268	S	33	15872	15905	0.00695
Rothia sp001808955	45246	S	22	29172	29194	0.01276
Rothia mucilaginosa	45233	S	12	7910	7922	0.00346
Rothia sp916049665	45264	S	11	2919	2930	0.00128
Rothia sp916720455	45266	S	10	12811	12821	0.00560
Rothia mucilaginosa_C	45236	S	9	12933	12942	0.00566
Rothia sp937935205	45267	S	9	30758	30767	0.01345
Rothia mucilaginosa_B	45235	S	7	9473	9480	0.00414
Rothia sp916715725	45265	S	3	1521	1524	0.00067
Rothia sp001836735	45247	S	2	1687	1689	0.00074
Rothia sp902373285	45263	S	1	596	597	0.00026
Rothia mucilaginosa_A	45234	S	1	666	667	0.00029
Rothia sp029850875	45255	S	1	428	429	0.00019
Pauljensenia sp000185285	42606	S	2	643	645	0.00028
Pauljensenia odontolytica	42597	S	1	267	268	0.00012
Pauljensenia sp000278725	42607	S	1	233	234	0.00010
Pauljensenia sp905370305	42633	S	1	40	41	0.00002
Pauljensenia sp001838165	42613	S	1	737	738	0.00032
Pauljensenia odontolytica_B	42599	S	1	332	333	0.00015
Pauljensenia sp018382595	42617	S	1	532	533	0.00023
Pauljensenia variabilis	42651	S	1	441	442	0.00019
Actinomyces sp915069725	42469	S	7	1148	1155	0.00050
Actinomyces sp900323545	42467	S	6	970	976	0.00043
Actinomyces massiliensis	42441	S	2	688	690	0.00030
Actinomyces naeslundii	42442	S	1	214	215	0.00009
Actinomyces oris_A	42445	S	1	445	446	0.00019
Actinomyces oris_E	42449	S	1	417	418	0.00018
Actinomyces gerencseriae	42432	S	1	180	181	0.00008
Actinomyces timonensis	42472	S	1	258	259	0.00011
Mobiluncus sp916438445	42571	S	5	1410	1415	0.00062
Peptidiphaga sp000466165	42653	S	2	951	953	0.00042
Bifidobacterium longum	42796	S	3	12631	12634	0.00552
Bifidobacterium breve	42762	S	1	822	823	0.00036
Scardovia wiggsiae	42934	S	1	116	117	0.00005
Corynebacterium durum	46031	S	101	9943	10044	0.00439
Corynebacterium sp915275065	46208	S	6	151	157	0.00007
Corynebacterium matruchotii	46098	S	3	1220	1223	0.00053
Corynebacterium sp025144025	46177	S	1	285	286	0.00013
Arachnia sp013333945	48373	S	4	275	279	0.00012
Arachnia rubra	48367	S	2	386	388	0.00017
Arachnia propionica	48362	S	1	102	103	0.00005
Arachnia sp905372155	48387	S	1	67	68	0.00003
Cutibacterium acnes	48418	S	9	40214	40223	0.01758
Lancefieldella sp015258835	50506	S	28	4618	4646	0.00203
Lancefieldella sp015258485	50501	S	1	12	13	0.00001
Prevotella shahii	77417	S	121	51967	52088	0.02277
Prevotella nanceiensis	77396	S	66	47330	47396	0.02072
Prevotella aurantiaca	77336	S	52	17851	17903	0.00782
Prevotella histicola	77370	S	35	39938	39973	0.01747
Prevotella oris	77398	S	20	3490	3510	0.00153
Prevotella loescheii	77381	S	19	958	977	0.00043
Prevotella pleuritidis	77405	S	19	16553	16572	0.00724
Prevotella pallens	77401	S	17	16872	16889	0.00738
Prevotella nigrescens	77397	S	13	2382	2395	0.00105
Prevotella buccae	77344	S	11	2336	2347	0.00103
Prevotella melaninogenica	77384	S	9	5849	5858	0.00256
Prevotella baroniae	77338	S	8	9565	9573	0.00418
Prevotella micans	77390	S	6	208	214	0.00009
Prevotella denticola	77363	S	6	916	922	0.00040
Prevotella intermedia	77374	S	5	693	698	0.00031
Prevotella marshii	77383	S	3	3352	3355	0.00147
Prevotella maculosa	77382	S	3	296	299	0.00013
Prevotella melaninogenica_C	77387	S	3	9912	9915	0.00433
Prevotella jejuni	77377	S	2	484	486	0.00021
Prevotella sp916439115	77963	S	2	442	444	0.00019
Prevotella sp927910885	77965	S	2	592	594	0.00026
Prevotella oulorum	77400	S	2	394	396	0.00017
Prevotella saccharolytica	77413	S	2	102	104	0.00005
Prevotella seregens	77416	S	2	122	124	0.00005
Prevotella veroralis	78130	S	2	673	675	0.00030
Prevotella sp018127805	77650	S	2	76	78	0.00003
Prevotella melaninogenica_D	77388	S	1	857	858	0.00038
Prevotella melaninogenica_B	77386	S	1	580	581	0.00025
Prevotella melaninogenica_A	77385	S	1	2106	2107	0.00092
Prevotella sp013333285	77508	S	1	15	16	0.00001
Prevotella salivae	77414	S	1	864	865	0.00038
Prevotella sp000163055	77418	S	1	178	179	0.00008
Prevotella sp023425865	77689	S	1	351	352	0.00015
Prevotella sp946998295	78097	S	1	330	331	0.00014
Prevotella sp000467895	77427	S	1	538	539	0.00024
Prevotella vespertina	78131	S	1	611	612	0.00027
Prevotella fusca	77368	S	1	242	243	0.00011
Alloprevotella sp015257125	76836	S	69	3301	3370	0.00147
Alloprevotella sp905369775	76888	S	67	2077	2144	0.00094
Alloprevotella sp003639005	76823	S	38	10764	10802	0.00472
Alloprevotella sp000318095	76816	S	26	3737	3763	0.00164
Alloprevotella sp900095835	76867	S	10	4824	4834	0.00211
Alloprevotella sp015259235	76837	S	5	1512	1517	0.00066
Alloprevotella tannerae_B	76917	S	3	852	855	0.00037
Alloprevotella sp916438195	76890	S	2	649	651	0.00028
Alloprevotella rava	76815	S	1	76	77	0.00003
Alloprevotella tannerae	76915	S	1	353	354	0.00015
Phocaeicola abscessus	77217	S	3	81	84	0.00004
Porphyromonas pasteri	80772	S	700	62293	62993	0.02753
