feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteroidaceae	NAFLD	Negative	0.312851933152213	0.072136720715494	35	35	0.000128102836016478	0.00768617016098866
Lachnospiraceae	NAFLD	Negative	-0.264584715269887	0.0698304793311058	35	35	0.000609907582564632	0.018297227476939
Streptococcaceae	NAFLD	Negative	-0.0464591823682507	0.0141301064903252	35	35	0.00240178868191269	0.0394456280279091
Tannerellaceae	NAFLD	Negative	0.074461560062891	0.0228838266669224	35	35	0.00262970853519394	0.0394456280279091
Odoribacteraceae	NAFLD	Negative	0.025194863949378	0.00798917219563854	35	35	0.0034267133154922	0.0411205597859064
Acetobacteraceae	NAFLD	Negative	-0.00138892213372003	0.000516365084262991	35	32	0.0111270659705369	0.0844356427031225
Bifidobacteriaceae	NAFLD	Negative	-0.115156143323589	0.0421947443292422	35	35	0.0101020321629859	0.0844356427031225
Burkholderiaceae	NAFLD	Negative	-0.01283228302483	0.00486688588723711	35	17	0.0126653464054684	0.0844356427031225
Coriobacteriaceae	NAFLD	Negative	-0.0806875963959709	0.0305860733640504	35	35	0.0126224702699343	0.0844356427031225
Aerococcaceae	NAFLD	Negative	-0.00249825238156504	0.000979095203503115	35	19	0.0155411573798573	0.093246944279144
Micrococcaceae	NAFLD	Negative	-0.00197018837633502	0.000841657954358213	35	31	0.0254324736764287	0.118640627937919
Porphyromonadaceae	NAFLD	Negative	0.00209057027052628	0.000894871046760945	35	20	0.0257054693865492	0.118640627937919
Prevotellaceae	NAFLD	Negative	0.126591915326957	0.0530710176073329	35	35	0.0229618324940777	0.118640627937919
Bradyrhizobiaceae	NAFLD	Negative	-0.00181536078568805	0.00080787868721775	35	11	0.0314430849603045	0.134756078401305
Acidaminococcaceae	NAFLD	Negative	0.0203776074472715	0.00976261764684362	35	35	0.0446605627441597	0.167477110290599
Propionibacteriaceae	NAFLD	Negative	-0.000723934531907845	0.000346496585375101	35	33	0.0444697205333906	0.167477110290599
Phyllobacteriaceae	NAFLD	Negative	-0.0122401791686507	0.0059870878549919	35	14	0.0489565445638229	0.172787804342904
Campylobacteraceae	NAFLD	Negative	0.0199398527651562	0.0103316604375752	35	35	0.0622426610192932	0.207475536730977
Lactobacillaceae	NAFLD	Negative	-0.0346298926138664	0.0182237886745726	35	35	0.0661657615993467	0.208944510313726
Carnobacteriaceae	NAFLD	Negative	-0.00369146613737697	0.00199274244179624	35	30	0.0729229278936517	0.218768783680955
Rikenellaceae	NAFLD	Negative	0.033609298315893	0.0185166775825362	35	35	0.0786093728780284	0.224598208222938
Actinomycetaceae	NAFLD	Negative	-0.00603289968779896	0.00342283414917154	35	35	0.0872380122414169	0.227577423238479
Pseudomonadaceae	NAFLD	Negative	0.00787380499527674	0.00441521280408504	35	17	0.0837322251540129	0.227577423238479
Barnesiellaceae	NAFLD	Negative	0.0036507561991228	0.00217385902681442	35	22	0.102521466749167	0.244498227487811
Nanosynbacteraceae	NAFLD	Negative	-0.000580020829684736	0.000346490981792673	35	17	0.103587532912907	0.244498227487811
Xanthomonadaceae	NAFLD	Negative	-0.000403267712995966	0.000242614354226736	35	6	0.105949231911385	0.244498227487811
Methylobacteriaceae	NAFLD	Negative	-0.00123115088665137	0.000752823002422815	35	9	0.111474016486132	0.247720036635849
