name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Nostoc sp026127265	96888	S	83	5070	5153	0.03533
Nostoc sp002245985	96858	S	55	3254	3309	0.02269
Nostoc sp017115165	96880	S	39	758	797	0.00547
Nostoc sp002949735	96860	S	29	1999	2028	0.01391
Nostoc sp017115045	96876	S	27	601	628	0.00431
Nostoc sp937863485	96893	S	26	784	810	0.00555
Nostoc sp017115095	96878	S	13	300	313	0.00215
Nostoc flagelliforme_A	96844	S	12	820	832	0.00571
Nostoc sp017115085	96877	S	11	323	334	0.00229
Nostoc sp017115025	96875	S	11	161	172	0.00118
Nostoc sphaeroides	96894	S	10	438	448	0.00307
Nostoc sp013393905	96865	S	8	360	368	0.00252
Nostoc mirabile	96851	S	7	622	629	0.00431
Nostoc flagelliforme_B	96845	S	7	396	403	0.00276
Nostoc sp017115105	96879	S	6	149	155	0.00106
Nostoc punctiforme	96855	S	6	451	457	0.00313
Nostoc sp028623165	96889	S	6	257	263	0.00180
Nostoc sp020829445	96881	S	5	420	425	0.00291
Nostoc sp029379225	96890	S	5	48	53	0.00036
Nostoc muscorum	96852	S	4	286	290	0.00199
Nostoc sp015714725	96871	S	4	79	83	0.00057
Nostoc sp001712795	96857	S	3	304	307	0.00211
Nostoc sp017114945	96872	S	3	132	135	0.00093
Nostoc sp002949795	96861	S	3	100	103	0.00071
Nostoc sp017114995	96874	S	3	85	88	0.00060
Nostoc muscorum_A	96853	S	3	227	230	0.00158
Nostoc sp020829585	96883	S	2	430	432	0.00296
Nostoc sp020829485	96882	S	2	198	200	0.00137
Nostoc commune_A	96839	S	2	100	102	0.00070
Nostoc sp015206985	96870	S	2	143	145	0.00099
Nostoc punctiforme_A	96856	S	2	84	86	0.00059
Nostoc sp015206895	96868	S	1	81	82	0.00056
Nostoc sp020829625	96884	S	1	99	100	0.00069
Nostoc sp013343235	96864	S	1	42	43	0.00029
Nostoc foliaceum_A	96846	S	1	68	69	0.00047
Nostoc geniculatum	96847	S	1	66	67	0.00046
Nostoc favosum	96843	S	1	130	131	0.00090
Nostoc edaphicum_A	96841	S	1	41	42	0.00029
Nostoc desertorum	96840	S	1	88	89	0.00061
Nostoc indistinguendum	96848	S	1	83	84	0.00058
Stigonema sp903903925	96940	S	1236	3805	5041	0.03457
Stigonema ocellatum	96939	S	300	48275	48575	0.33309
NSF051 sp029379265	96828	S	10	66	76	0.00052
