name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptococcus sp000187745	56206	S	257	34049	34306	0.01516
Streptococcus sp000314795	56211	S	255	15196	15451	0.00683
Streptococcus sp000220065	56207	S	123	848	971	0.00043
Streptococcus parasanguinis	56118	S	114	9663	9777	0.00432
Streptococcus mitis_CQ	56006	S	111	38429	38540	0.01703
Streptococcus shenyangsis	56202	S	108	22713	22821	0.01009
Streptococcus humanilactis	55915	S	83	26523	26606	0.01176
Streptococcus sp001813295	56230	S	82	12723	12805	0.00566
Streptococcus pneumoniae_E	56151	S	79	12973	13052	0.00577
Streptococcus parasanguinis_A	56119	S	73	11335	11408	0.00504
Streptococcus infantis_C	55924	S	70	4338	4408	0.00195
Streptococcus parasanguinis_C	56121	S	64	6861	6925	0.00306
Streptococcus mitis_CS	56008	S	57	26297	26354	0.01165
Streptococcus sp023115445	56269	S	53	6651	6704	0.00296
Streptococcus parasanguinis_Q	56134	S	52	16552	16604	0.00734
Streptococcus mitis_DE	56021	S	52	13618	13670	0.00604
Streptococcus sp927910965	56354	S	47	14498	14545	0.00643
Streptococcus mitis_J	56028	S	42	5539	5581	0.00247
Streptococcus australis_D	55853	S	41	3978	4019	0.00178
Streptococcus sp012843315	56247	S	40	6529	6569	0.00290
Streptococcus oralis_BL	56056	S	36	4100	4136	0.00183
Streptococcus mitis_CN	56003	S	35	13986	14021	0.00620
Streptococcus mitis_I	56027	S	35	8854	8889	0.00393
Streptococcus infantis_B	55923	S	34	1688	1722	0.00076
Streptococcus parasanguinis_D	56122	S	34	6951	6985	0.00309
Streptococcus mitis_BQ	55979	S	34	3895	3929	0.00174
Streptococcus mitis_CW	56012	S	33	5222	5255	0.00232
Streptococcus mitis_BV	55984	S	32	13781	13813	0.00611
Streptococcus pseudopneumoniae_Q	56167	S	31	3915	3946	0.00174
Streptococcus mitis_CE	55994	S	30	18959	18989	0.00839
Streptococcus mitis_M	56031	S	28	7085	7113	0.00314
Streptococcus sp008727815	56245	S	28	6435	6463	0.00286
Streptococcus pseudopneumoniae_M	56164	S	28	2169	2197	0.00097
Streptococcus chosunense	55862	S	26	7591	7617	0.00337
Streptococcus pseudopneumoniae_D	56158	S	26	2834	2860	0.00126
Streptococcus parasanguinis_I	56126	S	25	7004	7029	0.00311
Streptococcus sp013277555	56258	S	25	6845	6870	0.00304
Streptococcus mitis_Q	56035	S	25	5672	5697	0.00252
Streptococcus australis	55849	S	24	2005	2029	0.00090
Streptococcus mitis_CJ	55999	S	23	3743	3766	0.00166
Streptococcus mitis_BZ	55988	S	22	10204	10226	0.00452
Streptococcus oralis_Z	56108	S	22	3722	3744	0.00165
Streptococcus mitis_CP	56005	S	22	3639	3661	0.00162
Streptococcus parasanguinis_J	56127	S	20	6083	6103	0.00270
Streptococcus sp916048145	56351	S	20	4480	4500	0.00199
Streptococcus sp013276795	56250	S	20	3531	3551	0.00157
Streptococcus infantis_J	55930	S	20	2227	2247	0.00099
Streptococcus gordonii	55902	S	19	327	346	0.00015
Streptococcus salivarius_D	56177	S	19	1044	1063	0.00047
Streptococcus oralis_BD	56048	S	18	2674	2692	0.00119
