intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
1802000,0.002074791513388853,0.5417919422730006,0.002074791513388853,0.00229712411371651,2.6598224195338513,2.0,1.7897958302161687,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,GCF_002074055.1_ASM207405v1_genomic,c8122185b533e78028056a80959730b3,0.5417919422730006,1802000,0,866719000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/boreal_moss/preproc/W-1-POLJUN-G/W-1-POLJUN-G_unmatched_2.fastq.gz,W-1-POLJUN-G,7e59206c,868521000,31,DNA,1000,868521,True,0.8193147795399903,0.9804240430421439,0.8998694112910671,0.9804240430421439,False,4793,4793,2086522
1196000,0.0013770536348574186,0.2540896537072445,0.0013770536348574186,0.0010021461551807265,1.7483277591973243,1.0,1.4513419737198163,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,GCF_000265425.1_ASM26542v1_genomic,2262f3152c65a1d4773932991cd9cef4,0.2540896537072445,1196000,1,865523000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/boreal_moss/preproc/W-1-POLJUN-G/W-1-POLJUN-G_unmatched_2.fastq.gz,W-1-POLJUN-G,7e59206c,868521000,31,DNA,1000,868521,True,0.8085522539855428,0.9567666564858354,0.882659455235689,0.9567666564858354,False,2091,6884,2086522
653000,0.0007518528625099451,0.15077349341953358,0.0007518528625099451,0.0024509686454300505,7.831546707503828,4.0,10.569645791413011,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,GCF_004354345.1_ASM435434v1_genomic,69eec1b583b98edd9ac82b3aaaec060e,0.15077349341953358,653000,2,864870000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/boreal_moss/preproc/W-1-POLJUN-G/W-1-POLJUN-G_unmatched_2.fastq.gz,W-1-POLJUN-G,7e59206c,868521000,31,DNA,1000,868521,True,0.7929213143363125,0.9407936009135972,0.8668574576249548,0.9407936009135972,False,5114,11998,2086522
414000,0.0004766724120660295,0.06926043937615295,0.00047552102942818885,0.0011147737718557485,5.631961259079903,3.0,5.892922276539622,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,GCF_019355555.1_ASM1935555v1_genomic,99e1bb0c59972a920365013876c3f114,0.06942814019788697,413000,3,864457000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/boreal_moss/preproc/W-1-POLJUN-G/W-1-POLJUN-G_unmatched_2.fastq.gz,W-1-POLJUN-G,7e59206c,868521000,31,DNA,1000,868521,True,0.7813503427768567,0.9175509272614408,0.8494506350191487,0.9175509272614408,False,2326,14324,2086522
301000,0.00034656617399003595,0.06796601699150424,0.00031317607749265706,0.0011449675584537331,8.783088235294118,8.0,6.8105136623573195,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,GCF_013374115.1_ASM1337411v1_genomic,b57bb88c3cdf7b0455e4aeee1e196937,0.07521239380309845,272000,4,864185000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/boreal_moss/preproc/W-1-POLJUN-G/W-1-POLJUN-G_unmatched_2.fastq.gz,W-1-POLJUN-G,7e59206c,868521000,31,DNA,1000,868521,True,0.773357317352461,0.9199225637938684,0.8466399405731647,0.9199225637938684,False,2389,16713,2086522
266000,0.00030626778166561314,0.0005831969203197821,0.00026827215461687167,0.0006949363582075818,6.223175965665236,4.0,8.367727410488847,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,plasmid.2.1.genomic,022cd8c77f424a377536f3f70686f532,0.0006657956257727985,233000,5,863952000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/boreal_moss/preproc/W-1-POLJUN-G/W-1-POLJUN-G_unmatched_2.fastq.gz,W-1-POLJUN-G,7e59206c,868521000,31,DNA,1000,868521,True,0.7702796589592177,0.7898181816929304,0.7800489203260741,0.7898181816929304,False,1450,18163,2086522
253000,0.0002912998073736847,0.00052665819882896,0.00019573504843291067,0.001024671678515731,12.576470588235294,7.0,66.7786292815278,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,plasmid.6.1.genomic,65dad25ba1b8fe8a2d0774a605c3027f,0.0007837913194336876,170000,6,863782000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/boreal_moss/preproc/W-1-POLJUN-G/W-1-POLJUN-G_unmatched_2.fastq.gz,W-1-POLJUN-G,7e59206c,868521000,31,DNA,1000,868521,True,0.7690356238448679,0.7939861333605629,0.7815108786027154,0.7939861333605629,False,2138,20301,2086522
186000,0.00021415717063836108,0.02345009526601202,0.00018422122205450416,0.0002664721483885624,3.475,2.0,3.4945493271665233,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,GCF_028583545.1_ASM2858354v1_genomic,9d2843ec7e9dd505d26740554458c321,0.02726073574673897,160000,7,863622000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/boreal_moss/preproc/W-1-POLJUN-G/W-1-POLJUN-G_unmatched_2.fastq.gz,W-1-POLJUN-G,7e59206c,868521000,31,DNA,1000,868521,True,0.76144148799305,0.890294048317743,0.8258677681553965,0.890294048317743,False,556,20857,2086522
261000,0.0003005108684764099,0.03767123287671233,0.00017731292622746023,0.0005564283530200017,7.538961038961039,7.0,5.318594088328617,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,GCF_044501755.1_ASM4450175v1_genomic,3515747600df32320afd0cd02bb71d54,0.0638454011741683,154000,8,863468000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/boreal_moss/preproc/W-1-POLJUN-G/W-1-POLJUN-G_unmatched_2.fastq.gz,W-1-POLJUN-G,7e59206c,868521000,31,DNA,1000,868521,True,0.7698082951472371,0.9150731114309238,0.8424407032890805,0.9150731114309238,False,1161,22018,2086522
147000,0.0001692532477625757,0.021541617819460727,0.0001692532477625757,0.00010016668887267904,1.4217687074829932,1.0,1.2984824741287107,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,GCF_001577465.1_ASM157746v1_genomic,5436d62fea5194d58f7b1eb95c26a576,0.021541617819460727,147000,9,863321000,/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/boreal_moss/preproc/W-1-POLJUN-G/W-1-POLJUN-G_unmatched_2.fastq.gz,W-1-POLJUN-G,7e59206c,868521000,31,DNA,1000,868521,True,0.7556834371488708,0.8835574322594061,0.8196204347041385,0.8835574322594061,False,209,22227,2086522
