name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Rhizobium rhododendri	119997	S	20212	226021	246233	0.48840
Rhizobium tumorigenes	120079	S	643	7553	8196	0.01626
Rhizobium leguminosarum_R	119968	S	2	66	68	0.00013
Rhizobium lusitanum_C	119980	S	2	16	18	0.00004
Rhizobium lusitanum	119977	S	1	11	12	0.00002
Rhizobium sp900469615	120060	S	1	6	7	0.00001
Rhizobium sp014193655	120030	S	1	3	4	0.00001
Rhizobium leguminosarum_S	119969	S	1	34	35	0.00007
Mesorhizobium loti_B	119525	S	3	130	133	0.00026
Mesorhizobium sp004136315	119596	S	2	276	278	0.00055
Mesorhizobium loti_E	119528	S	1	37	38	0.00008
Mesorhizobium sp000502875	119553	S	1	55	56	0.00011
Allorhizobium ampelinum	119100	S	28	306	334	0.00066
Allorhizobium oryziradicis	119111	S	7	19	26	0.00005
Allorhizobium vitis_E	119163	S	5	43	48	0.00010
Allorhizobium vitis_G	119165	S	1	20	21	0.00004
Neorhizobium sp027483885	119737	S	9	12	21	0.00004
Pararhizobium sp900468065	119844	S	7	28	35	0.00007
Agrobacterium tumefaciens_C	119086	S	1	7	8	0.00002
Agrobacterium sp900012625	119075	S	1	19	20	0.00004
Agrobacterium sp900100825	119076	S	1	5	6	0.00001
Aurantimonas aggregata	119197	S	1	10	11	0.00002
CFBP-8762 sp014841565	119323	S	1	4	5	0.00001
Shinella granuli	120117	S	1	41	42	0.00008
Ferranicluibacter rubi	119374	S	1	5	6	0.00001
Methylobacterium sp022829365	118326	S	511	7082	7593	0.01506
Methylobacterium sp022829385	118327	S	477	5111	5588	0.01108
Methylobacterium sp008039875	118308	S	399	5516	5915	0.01173
Methylobacterium sp022829585	118333	S	138	1599	1737	0.00345
Methylobacterium cerastii	118248	S	33	435	468	0.00093
Methylobacterium sp022829635	118335	S	14	216	230	0.00046
Methylobacterium sp022829515	118331	S	13	206	219	0.00043
Methylobacterium sp017833295	118314	S	8	172	180	0.00036
Methylobacterium sp001455965	118303	S	8	94	102	0.00020
Methylobacterium sp022829545	118332	S	7	76	83	0.00016
Methylobacterium sp010692745	118311	S	6	51	57	0.00011
Methylobacterium sp001423085	118297	S	5	74	79	0.00016
Methylobacterium sp001423295	118299	S	3	30	33	0.00007
Methylobacterium persicinum	118276	S	3	60	63	0.00012
Methylobacterium sp008000895	118307	S	3	68	71	0.00014
Methylobacterium sp020662345	118318	S	2	40	42	0.00008
Methylobacterium sp022829605	118334	S	2	23	25	0.00005
Methylobacterium sp000372825	118290	S	2	35	37	0.00007
Methylobacterium sp022829285	118323	S	2	30	32	0.00006
Methylobacterium sp022829445	118329	S	1	11	12	0.00002
Methylobacterium sp019745455	118316	S	1	67	68	0.00013
Methylobacterium sp022829465	118330	S	1	10	11	0.00002
Methylobacterium sp001422885	118295	S	1	14	15	0.00003
Methylobacterium mesophilicum_A	118270	S	1	11	12	0.00002
Methylobacterium sp001423265	118298	S	1	12	13	0.00003
Methylobacterium pseudosasicola	118282	S	1	11	12	0.00002
Methylobacterium adhaesivum	118239	S	1	11	12	0.00002
Methylobacterium sp022829295	118324	S	1	11	12	0.00002
Lichenihabitans flavocetrariae	118233	S	258	493	751	0.00149
Lichenihabitans minor	118234	S	47	420	467	0.00093
Lichenihabitans psoromatis	118235	S	1	3	4	0.00001
Lichenihabitans ramalinae	118236	S	1	8	9	0.00002
Lichenihabitans sp021730615	118237	S	1	12	13	0.00003
Roseiarcus sp030153205	118539	S	175	262	437	0.00087
Roseiarcus sp003164825	118530	S	1	60	61	0.00012
RH-AL1 sp901457705	118497	S	94	1774	1868	0.00371
RH-AL1 sp009765775	118495	S	1	5	6	0.00001
Rhodoblastus sp903903185	118527	S	1	4	5	0.00001
REEB77 sp019075865	118491	S	1	2	3	0.00001
Bradyrhizobium sp030403585	120649	S	4	238	242	0.00048
Bradyrhizobium sp031202265	120656	S	3	150	153	0.00030
Bradyrhizobium sp009766005	120549	S	2	34	36	0.00007
Bradyrhizobium sp000938255	120523	S	1	37	38	0.00008
Bradyrhizobium sp021779635	120589	S	1	131	132	0.00026
Bradyrhizobium manausense_D	120485	S	1	103	104	0.00021
Bradyrhizobium barranii	120412	S	1	390	391	0.00078
Bradyrhizobium elkanii_A	120441	S	1	48	49	0.00010
Bradyrhizobium erythrophlei_B	120444	S	1	10	11	0.00002
Bradyrhizobium erythrophlei_A	120443	S	1	42	43	0.00009
Pseudolabrys sp903891395	120775	S	13	36	49	0.00010
Pseudolabrys sp903929045	120777	S	1	8	9	0.00002
Tardiphaga robiniae	120827	S	2	91	93	0.00018
Tardiphaga sp023449855	120835	S	1	246	247	0.00049
NCEH01 sp002257205	120718	S	4	711	715	0.00142
Azorhizobium doebereinerae	120376	S	1	32	33	0.00007
Pseudovibrio sp001623075	120220	S	2	9	11	0.00002
