name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptococcus salivarius_D	56177	S	368612	470489	839101	0.05032
Streptococcus salivarius	56176	S	77727	115193	192920	0.01157
Streptococcus parasanguinis	56118	S	74004	230012	304016	0.01823
Streptococcus sp001556435	56219	S	47105	59905	107010	0.00642
Streptococcus infantis_B	55923	S	28832	49741	78573	0.00471
Streptococcus pseudopneumoniae_M	56164	S	27342	69980	97322	0.00584
Streptococcus parasanguinis_C	56121	S	23548	87770	111318	0.00668
Streptococcus parasanguinis_U	56138	S	16820	97744	114564	0.00687
Streptococcus sp001808665	56224	S	15483	162623	178106	0.01068
Streptococcus parasanguinis_D	56122	S	14940	110752	125692	0.00754
Streptococcus infantis_F	55926	S	12921	44536	57457	0.00345
Streptococcus sp000187445	56205	S	12602	10004	22606	0.00136
Streptococcus sp902463925	56297	S	11372	9786	21158	0.00127
Streptococcus oralis_BL	56056	S	11033	42489	53522	0.00321
Streptococcus sp003521145	56239	S	9566	4606	14172	0.00085
Streptococcus mitis_Q	56035	S	8551	63955	72506	0.00435
Streptococcus sp013394695	56259	S	8202	29252	37454	0.00225
Streptococcus sp001072385	56216	S	7506	35658	43164	0.00259
Streptococcus sp001813675	56231	S	7083	54634	61717	0.00370
Streptococcus mitis_Y	56037	S	6611	57314	63925	0.00383
Streptococcus mitis_DG	56023	S	5991	42052	48043	0.00288
Streptococcus vestibularis	56407	S	5824	5074	10898	0.00065
Streptococcus sp001813295	56230	S	5521	30193	35714	0.00214
Streptococcus gordonii	55902	S	5491	2918	8409	0.00050
Streptococcus sp001811305	56227	S	5294	26511	31805	0.00191
Streptococcus pseudopneumoniae_D	56158	S	5170	19371	24541	0.00147
Streptococcus pseudopneumoniae_L	56163	S	5150	24138	29288	0.00176
Streptococcus sp001811505	56228	S	4870	21819	26689	0.00160
Streptococcus pseudopneumoniae_Q	56167	S	4868	21081	25949	0.00156
Streptococcus sp023115445	56269	S	4830	21211	26041	0.00156
Streptococcus oralis_I	56092	S	4661	18535	23196	0.00139
Streptococcus viridans_A	56409	S	4483	12400	16883	0.00101
Streptococcus sp000187745	56206	S	4389	19443	23832	0.00143
Streptococcus infantis_E	55925	S	4365	16905	21270	0.00128
Streptococcus sp001553685	56218	S	4115	16960	21075	0.00126
Streptococcus sp000314795	56211	S	4102	7387	11489	0.00069
Streptococcus infantis_C	55924	S	4071	8335	12406	0.00074
Streptococcus xiaochunlingii	56411	S	3964	13904	17868	0.00107
Streptococcus parasanguinis_P	56133	S	3897	28482	32379	0.00194
Streptococcus parasanguinis_K	56128	S	3883	15240	19123	0.00115
Streptococcus sp000411475	56212	S	3858	6757	10615	0.00064
Streptococcus sp030825805	56285	S	3797	23552	27349	0.00164
Streptococcus mitis_BX	55986	S	3766	46388	50154	0.00301
Streptococcus sp000448565	56213	S	3763	30490	34253	0.00205
Streptococcus mitis_BP	55978	S	3626	17218	20844	0.00125
Streptococcus gordonii_A	55903	S	3566	1602	5168	0.00031
Streptococcus infantis_L	55932	S	3517	9406	12923	0.00078
Streptococcus sp004166885	56240	S	3448	21115	24563	0.00147
Streptococcus sp934201655	56356	S	3369	9434	12803	0.00077
Streptococcus sp029948085	56277	S	3346	15006	18352	0.00110
Streptococcus sp934229725	56360	S	3344	1515	4859	0.00029
Streptococcus sp001808705	56225	S	3261	15295	18556	0.00111
Streptococcus timonensis	56399	S	3216	5732	8948	0.00054
Streptococcus parasanguinis_F	56123	S	3211	33939	37150	0.00223
Streptococcus infantis_J	55930	S	3086	12340	15426	0.00093
Streptococcus mitis_CT	56009	S	3063	21735	24798	0.00149
Streptococcus australis_D	55853	S	3062	10662	13724	0.00082
Streptococcus parasanguinis_N	56131	S	2990	24820	27810	0.00167
Streptococcus australis_B	55851	S	2988	17342	20330	0.00122
Streptococcus parasanguinis_R	56135	S	2960	28993	31953	0.00192
Streptococcus mitis_CI	55998	S	2919	45250	48169	0.00289
Streptococcus parasanguinis_T	56137	S	2918	30573	33491	0.00201
Streptococcus mitis_P	56034	S	2894	10570	13464	0.00081
Streptococcus sp027659245	56273	S	2849	4975	7824	0.00047
Streptococcus parasanguinis_J	56127	S	2788	31698	34486	0.00207
Streptococcus sp900766505	56291	S	2777	34626	37403	0.00224
Streptococcus thermophilus	56397	S	2738	1732	4470	0.00027
Streptococcus sp902461025	56296	S	2690	12234	14924	0.00090
Streptococcus oralis_S	56101	S	2663	37744	40407	0.00242
Streptococcus infantis_G	55927	S	2585	3459	6044	0.00036
Streptococcus parasanguinis_S	56136	S	2572	21706	24278	0.00146
Streptococcus pseudopneumoniae_A	56156	S	2549	10630	13179	0.00079
Streptococcus parasanguinis_Q	56134	S	2513	29634	32147	0.00193
Streptococcus pseudopneumoniae_C	56157	S	2456	21222	23678	0.00142
Streptococcus sp934216185	56358	S	2401	6313	8714	0.00052
Streptococcus infantis_K	55931	S	2322	5512	7834	0.00047
Streptococcus sp021341835	56267	S	2319	10305	12624	0.00076
Streptococcus sp000220065	56207	S	2244	425	2669	0.00016
Streptococcus infantis_M	55933	S	2229	8414	10643	0.00064
Streptococcus parasanguinis_O	56132	S	2216	20878	23094	0.00139
Streptococcus sp946902905	56369	S	2153	8321	10474	0.00063
Streptococcus parasanguinis_B	56120	S	2114	18087	20201	0.00121
Streptococcus mitis_BQ	55979	S	2011	6961	8972	0.00054
Streptococcus sp905372335	56345	S	1989	4216	6205	0.00037
Streptococcus sp001814775	56232	S	1986	3748	5734	0.00034
Streptococcus australis	55849	S	1898	6107	8005	0.00048
Streptococcus sp024295625	56270	S	1879	18307	20186	0.00121
Streptococcus parasanguinis_I	56126	S	1867	19197	21064	0.00126
Streptococcus infantis_I	55929	S	1856	9007	10863	0.00065
Streptococcus caecimuris	55857	S	1842	18940	20782	0.00125
Streptococcus infantis	55922	S	1788	6793	8581	0.00051
Streptococcus pseudopneumoniae_N	56165	S	1784	5448	7232	0.00043
Streptococcus infantis_H	55928	S	1770	7665	9435	0.00057
Streptococcus sp934215455	56357	S	1714	5769	7483	0.00045
Streptococcus parasanguinis_L	56129	S	1705	18476	20181	0.00121
Streptococcus parasanguinis_G	56124	S	1688	13323	15011	0.00090
Streptococcus mitis_BB	55964	S	1634	13452	15086	0.00090
Streptococcus sp943912555	56364	S	1622	7962	9584	0.00057
Streptococcus parasanguinis_M	56130	S	1619	13700	15319	0.00092
Streptococcus mitis_BG	55969	S	1592	2070	3662	0.00022
Streptococcus sp902363395	56293	S	1592	5515	7107	0.00043
Streptococcus sp023110115	56268	S	1573	5895	7468	0.00045
Streptococcus mitis_BT	55982	S	1553	12545	14098	0.00085
Streptococcus parasanguinis_A	56119	S	1553	9072	10625	0.00064
Streptococcus sp027665725	56274	S	1552	3998	5550	0.00033
Streptococcus sp001813105	56229	S	1543	17479	19022	0.00114
Streptococcus sp902480035	56300	S	1501	11630	13131	0.00079
Streptococcus sp019414905	56264	S	1418	17744	19162	0.00115
Streptococcus sp902836505	56305	S	1398	2215	3613	0.00022
Streptococcus sp002238115	56234	S	1384	17313	18697	0.00112
Streptococcus mitis_BS	55981	S	1348	12978	14326	0.00086
Streptococcus ilei	55920	S	1341	5861	7202	0.00043
Streptococcus mitis_CG	55996	S	1332	10573	11905	0.00071
Streptococcus sp959025735	56372	S	1302	9694	10996	0.00066
Streptococcus rubneri	56173	S	1256	1817	3073	0.00018
Streptococcus humanilactis	55915	S	1244	14263	15507	0.00093
Streptococcus sp020089495	56266	S	1243	11543	12786	0.00077
Streptococcus peroris	56143	S	1221	867	2088	0.00013
Streptococcus sp902482895	56301	S	1192	10411	11603	0.00070
Streptococcus mitis_BL	55974	S	1186	10616	11802	0.00071
Streptococcus parasanguinis_H	56125	S	1149	1578	2727	0.00016
Streptococcus mitis_M	56031	S	1103	9394	10497	0.00063
Streptococcus sp008727815	56245	S	1070	9590	10660	0.00064
Streptococcus sp012843315	56247	S	1025	6645	7670	0.00046
Streptococcus sp001650315	56223	S	1015	12374	13389	0.00080
Streptococcus sp019414935	56265	S	1004	11726	12730	0.00076
Streptococcus mitis_CM	56002	S	1002	10457	11459	0.00069
Streptococcus sp015256435	56261	S	984	4994	5978	0.00036
Streptococcus sp902470035	56298	S	970	2593	3563	0.00021
Streptococcus oralis_BZ	56070	S	966	10596	11562	0.00069
Streptococcus sp013277555	56258	S	952	10318	11270	0.00068
Streptococcus cristatus_C	55869	S	918	3210	4128	0.00025
Streptococcus cristatus_H	55874	S	917	3175	4092	0.00025
Streptococcus sp001578805	56220	S	915	146	1061	0.00006
Streptococcus mitis_CB	55991	S	900	16505	17405	0.00104
Streptococcus sp002871495	56237	S	898	4990	5888	0.00035
Streptococcus oralis_T	56102	S	895	7538	8433	0.00051
Streptococcus vulneris	56410	S	892	11665	12557	0.00075
Streptococcus sp905221435	56338	S	885	3746	4631	0.00028
Streptococcus australis_C	55852	S	877	1817	2694	0.00016
Streptococcus sp943736975	56363	S	877	902	1779	0.00011
Streptococcus sp902479835	56299	S	866	6907	7773	0.00047
Streptococcus sp000688775	56214	S	845	9980	10825	0.00065
Streptococcus panodentis	56116	S	844	91	935	0.00006
Streptococcus sp013277115	56252	S	839	6780	7619	0.00046
Streptococcus mitis_BY	55987	S	837	6328	7165	0.00043
Streptococcus mitis_CS	56008	S	837	14869	15706	0.00094
Streptococcus sp900755085	56290	S	835	1725	2560	0.00015
Streptococcus sp905221205	56320	S	825	3270	4095	0.00025
Streptococcus mitis_L	56030	S	813	4864	5677	0.00034
Streptococcus sp916439305	56353	S	801	2341	3142	0.00019
Streptococcus sp001578885	56222	S	800	14	814	0.00005
Streptococcus mitis	55946	S	797	21457	22254	0.00133
Streptococcus sp902373455	56294	S	797	6611	7408	0.00044
Streptococcus sp915066115	56349	S	787	6475	7262	0.00044
Streptococcus mitis_BF	55968	S	783	2004	2787	0.00017
Streptococcus mitis_BE	55967	S	757	7029	7786	0.00047
Streptococcus sp905221305	56329	S	757	4669	5426	0.00033
Streptococcus mitis_DD	56020	S	749	10394	11143	0.00067
Streptococcus oralis_BA	56046	S	739	7716	8455	0.00051
Streptococcus mitis_C	55989	S	731	4986	5717	0.00034
Streptococcus mitis_CD	55993	S	730	12902	13632	0.00082
Streptococcus oralis_BN	56058	S	724	9245	9969	0.00060
Streptococcus mitis_AI	55952	S	712	6052	6764	0.00041
Streptococcus sp001810785	56226	S	698	11251	11949	0.00072
Streptococcus shenyangsis	56202	S	695	5569	6264	0.00038
Streptococcus mitis_AZ	55962	S	694	3311	4005	0.00024
Streptococcus mitis_BA	55963	S	686	6361	7047	0.00042
Streptococcus oralis_J	56093	S	678	4873	5551	0.00033
Streptococcus symci	56396	S	674	6822	7496	0.00045
Streptococcus mitis_BM	55975	S	669	9460	10129	0.00061
Streptococcus mitis_CQ	56006	S	666	8376	9042	0.00054
Streptococcus pseudopneumoniae_J	56162	S	664	3084	3748	0.00022
Streptococcus gwangjuense	55904	S	663	6672	7335	0.00044
Streptococcus mitis_BH	55970	S	655	4253	4908	0.00029
Streptococcus sp030825825	56286	S	638	5718	6356	0.00038
Streptococcus oralis_BV	56066	S	628	9118	9746	0.00058
Streptococcus oralis_CE	56076	S	626	5099	5725	0.00034
Streptococcus mitis_CO	56004	S	623	7645	8268	0.00050
Streptococcus mitis_CJ	55999	S	621	3927	4548	0.00027
Streptococcus oralis_BI	56053	S	620	4189	4809	0.00029
Streptococcus sp927910965	56354	S	612	6465	7077	0.00042
Streptococcus mitis_N	56032	S	612	5269	5881	0.00035
Streptococcus mitis_BN	55976	S	604	8276	8880	0.00053
Streptococcus mitis_CE	55994	S	602	13709	14311	0.00086
Streptococcus mitis_CN	56003	S	599	8924	9523	0.00057
Streptococcus mitis_AF	55950	S	582	7316	7898	0.00047
Streptococcus mitis_BR	55980	S	580	6306	6886	0.00041
Streptococcus sp029691405	56276	S	575	7965	8540	0.00051
Streptococcus sp000296995	56210	S	573	8356	8929	0.00054
Streptococcus mitis_CW	56012	S	567	3167	3734	0.00022
Streptococcus mitis_CY	56014	S	566	8226	8792	0.00053
Streptococcus sp905372925	56346	S	563	3373	3936	0.00024
Streptococcus mitis_AW	55959	S	560	3310	3870	0.00023
Streptococcus oralis_C	56071	S	554	4330	4884	0.00029
Streptococcus sp905221235	56323	S	552	2639	3191	0.00019
Streptococcus sp905221225	56322	S	550	2848	3398	0.00020
Streptococcus mitis_AT	55957	S	535	5204	5739	0.00034
Streptococcus oralis_O	56098	S	535	2094	2629	0.00016
Streptococcus oralis_CJ	56081	S	533	6170	6703	0.00040
Streptococcus intermedius	55935	S	533	199	732	0.00004
Streptococcus mitis_BK	55973	S	526	3708	4234	0.00025
Streptococcus sp003428885	56238	S	517	819	1336	0.00008
Streptococcus sp901875575	56292	S	517	722	1239	0.00007
