name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium sp018449695	120574	S	2496	22334	24830	0.01280
Bradyrhizobium sp009766005	120549	S	1129	12004	13133	0.00677
Bradyrhizobium erythrophlei_B	120444	S	143	1047	1190	0.00061
Bradyrhizobium sp021779635	120589	S	133	14751	14884	0.00767
Bradyrhizobium sp004799405	120542	S	91	1039	1130	0.00058
Bradyrhizobium sp000938305	120524	S	79	1288	1367	0.00070
Bradyrhizobium ottawaense_A	120495	S	71	2064	2135	0.00110
Bradyrhizobium canariense_A	120419	S	67	600	667	0.00034
Bradyrhizobium erythrophlei_C	120445	S	56	562	618	0.00032
Bradyrhizobium sp900103365	120657	S	51	1291	1342	0.00069
Bradyrhizobium sp004799445	120543	S	41	524	565	0.00029
Bradyrhizobium sp028290305	120629	S	39	218	257	0.00013
Bradyrhizobium sp028290765	120630	S	29	140	169	0.00009
Bradyrhizobium sp902826195	120663	S	27	535	562	0.00029
Bradyrhizobium sp030654605	120652	S	27	1201	1228	0.00063
Bradyrhizobium erythrophlei_A	120443	S	26	942	968	0.00050
Bradyrhizobium sp028290165	120628	S	25	158	183	0.00009
Bradyrhizobium sp005937885	120548	S	24	624	648	0.00033
Bradyrhizobium sp018449525	120573	S	22	258	280	0.00014
Bradyrhizobium sp031202265	120656	S	20	853	873	0.00045
Bradyrhizobium erythrophlei_D	120446	S	17	227	244	0.00013
Bradyrhizobium lablabi_A	120472	S	15	125	140	0.00007
Bradyrhizobium sp017881085	120564	S	14	643	657	0.00034
Bradyrhizobium sp005884765	120545	S	13	513	526	0.00027
Bradyrhizobium sp019748335	120583	S	13	1337	1350	0.00070
Bradyrhizobium sp018971675	120578	S	13	395	408	0.00021
Bradyrhizobium sp005884465	120544	S	10	278	288	0.00015
Bradyrhizobium sp019243075	120580	S	10	78	88	0.00005
Bradyrhizobium sp027307225	120624	S	10	59	69	0.00004
Bradyrhizobium commune	120425	S	9	355	364	0.00019
Bradyrhizobium sp003963435	120539	S	9	1704	1713	0.00088
Bradyrhizobium sp030646015	120651	S	9	416	425	0.00022
Bradyrhizobium sp029892425	120642	S	9	581	590	0.00030
Bradyrhizobium sp018736105	120576	S	9	466	475	0.00024
Bradyrhizobium sp018971625	120577	S	9	56	65	0.00003
Bradyrhizobium sediminis	120502	S	7	330	337	0.00017
Bradyrhizobium sp001464035	120525	S	7	100	107	0.00006
Bradyrhizobium sp023101685	120607	S	7	386	393	0.00020
Bradyrhizobium sp005885285	120547	S	7	497	504	0.00026
Bradyrhizobium diazoefficiens_A	120431	S	7	418	425	0.00022
