#Classification	GQ27_bracken_O.kreport
k__Bacteria	2455120
k__Bacteria|p__Firmicutes	992761
k__Bacteria|p__Firmicutes|c__Bacilli	878015
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	805663
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	72351
k__Bacteria|p__Firmicutes|c__Negativicutes	112059
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	109050
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	3004
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	5
k__Bacteria|p__Firmicutes|c__Clostridia	2485
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2485
k__Bacteria|p__Firmicutes|c__Tissierellia	157
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	157
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	43
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	43
k__Bacteria|p__Actinobacteria	335731
k__Bacteria|p__Actinobacteria|c__Actinomycetia	335243
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	241636
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	64243
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	20541
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	8736
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	44
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	25
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	7
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	5
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	4
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	487
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	475
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	11
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	1
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	1
k__Bacteria|p__Tenericutes	127
k__Bacteria|p__Tenericutes|c__Mollicutes	127
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	126
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales	1
k__Bacteria|p__Cyanobacteria	12
k__Bacteria|p__Cyanobacteria|o__Chroococcales	4
k__Bacteria|p__Cyanobacteria|o__Synechococcales	3
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	4
k__Bacteria|p__Chloroflexi	2
k__Bacteria|p__Chloroflexi|c__Anaerolineae	2
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales	2
k__Bacteria|p__Proteobacteria	582816
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	333851
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	306415
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	27425
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	10
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	225063
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	222969
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	1637
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	189
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	112
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	79
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	31
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	17
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	8
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	1
