#Classification	S-14-POLJUN-G_bracken_O.kreport
k__Bacteria	31488
k__Bacteria|p__Proteobacteria	29876
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	20111
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	19480
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	587
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	43
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	6221
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	6221
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	3543
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2319
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	958
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	265
k__Bacteria|p__Cyanobacteria	952
k__Bacteria|p__Cyanobacteria|o__Nostocales	952
k__Bacteria|p__Actinobacteria	357
k__Bacteria|p__Actinobacteria|c__Actinomycetia	357
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	46
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	16
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	235
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	59
k__Bacteria|p__Firmicutes	1
k__Bacteria|p__Firmicutes|c__Bacilli	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1
k__Bacteria|p__Acidobacteria	294
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	294
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	294
k__Bacteria|p__Bacteroidetes	6
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	6
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	6
k__Eukaryota	1946
k__Eukaryota|k__Metazoa	1009
k__Eukaryota|k__Metazoa|p__Chordata	1009
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	1009
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	1009
k__Eukaryota|k__Fungi	11
k__Eukaryota|k__Fungi|p__Ascomycota	11
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	11
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	11
k__Eukaryota|k__Viridiplantae	925
k__Eukaryota|k__Viridiplantae|p__Streptophyta	925
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	925
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	925
