name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Blautia_A wexlerae	60863	S	398947	819772	1218719	0.06620
Blautia_A faecis	60758	S	111770	57521	169291	0.00920
Blautia_A obeum	60767	S	71296	60976	132272	0.00718
Blautia_A fusiformis	60759	S	68370	127364	195734	0.01063
Blautia_A wexlerae_B	60864	S	59147	75858	135005	0.00733
Blautia_A wexlerae_C	60865	S	47491	181030	228521	0.01241
Blautia_A luti	60766	S	43826	26292	70118	0.00381
Blautia_A sp900548245	60815	S	25806	35744	61550	0.00334
Blautia_A hydrogenotrophica	60761	S	20435	871	21306	0.00116
Blautia_A sp019419095	60784	S	20313	36786	57099	0.00310
Blautia_A sp900751995	60821	S	16718	64247	80965	0.00440
Blautia_A sp905209435	60828	S	13039	4518	17557	0.00095
Blautia_A sp934424005	60842	S	8400	3245	11645	0.00063
Blautia_A sp018919065	60782	S	8315	3458	11773	0.00064
Blautia_A sp003471165	60771	S	8280	6382	14662	0.00080
Blautia_A ammoniilytica	60749	S	6973	3580	10553	0.00057
Blautia_A difficilis	60752	S	6287	3679	9966	0.00054
Blautia_A sp029101305	60795	S	4567	229	4796	0.00026
Blautia_A sp003477525	60773	S	4564	2851	7415	0.00040
Blautia_A gallistercoris	60760	S	3500	101	3601	0.00020
Blautia_A sp934409175	60841	S	3374	137	3511	0.00019
Blautia_A sp905206915	60827	S	3211	1475	4686	0.00025
Blautia_A sp934426285	60844	S	3156	612	3768	0.00020
Blautia_A schinkii_B	60769	S	3114	2789	5903	0.00032
Blautia_A sp934371575	60832	S	2484	457	2941	0.00016
Blautia_A caecimuris	60751	S	2385	946	3331	0.00018
Blautia_A sp900066335	60807	S	2237	2351	4588	0.00025
Blautia_A sp900066205	60806	S	2131	3019	5150	0.00028
Blautia_A sp900764225	60823	S	1928	727	2655	0.00014
Blautia_A sp000436615	60770	S	1710	1320	3030	0.00016
Blautia_A acetigignens	60748	S	1611	737	2348	0.00013
Blautia_A sp900763175	60822	S	1602	428	2030	0.00011
Blautia_A sp003474435	60772	S	1108	1138	2246	0.00012
Blautia_A sp900066355	60808	S	1000	1239	2239	0.00012
Blautia_A sp900551715	60819	S	749	50	799	0.00004
Blautia_A sp934437695	60845	S	739	79	818	0.00004
Blautia_A sp934394545	60837	S	685	71	756	0.00004
Blautia_A sp934408705	60840	S	612	34	646	0.00004
Blautia_A sp900549015	60816	S	558	328	886	0.00005
Blautia_A sp028722515	60793	S	530	59	589	0.00003
Blautia_A sp934378195	60836	S	415	25	440	0.00002
Blautia_A intestinalis	60762	S	387	412	799	0.00004
Blautia_A sp028767025	60794	S	380	85	465	0.00003
Blautia_A sp934372025	60834	S	342	25	367	0.00002
Blautia_A sp945872375	60852	S	339	20	359	0.00002
Blautia_A sp900541985	60813	S	338	178	516	0.00003
Blautia_A sp018918125	60781	S	288	29	317	0.00002
Blautia_A sp934394595	60838	S	287	13	300	0.00002
Blautia_A sp934402155	60839	S	244	18	262	0.00001
Blautia_A sp900120195	60809	S	221	211	432	0.00002
Blautia_A sp019416265	60783	S	201	10	211	0.00001
Blautia_A sp900316115	60810	S	200	14	214	0.00001
Blautia_A sp900553515	60820	S	170	54	224	0.00001
Blautia_A sp030536995	60804	S	165	39	204	0.00001
Blautia_A sp934424575	60843	S	144	53	197	0.00001
Blautia_A sp937880195	60846	S	143	7	150	0.00001
Blautia_A sp934373235	60835	S	131	7	138	0.00001
Blautia_A sp937893675	60847	S	123	16	139	0.00001
Blautia_A sp934364795	60831	S	123	9	132	0.00001
Blautia_A sp938028845	60849	S	122	66	188	0.00001
Blautia_A sp934371915	60833	S	98	27	125	0.00001
Blautia_A sp958367245	60862	S	90	18	108	0.00001
Blautia_A avistercoris	60750	S	81	6	87	0.00000
Blautia_A sp900547615	60814	S	77	40	117	0.00001
Blautia_A sp934358405	60829	S	73	7	80	0.00000
Blautia_A sp946557785	60856	S	63	1	64	0.00000
Blautia_A sp934359835	60830	S	58	4	62	0.00000
Blautia_A faecavium	60755	S	57	27	84	0.00000
Blautia_A sp021772055	60788	S	34	4	38	0.00000
Blautia_A sp026169535	60792	S	33	10	43	0.00000
Blautia_A sp021771755	60787	S	29	16	45	0.00000
Blautia_A excrementipullorum	60754	S	28	6	34	0.00000
Blautia_A sp030527365	60801	S	28	2	30	0.00000
Blautia_A sp900551075	60817	S	27	0	27	0.00000
Blautia_A sp937900135	60848	S	21	0	21	0.00000
Blautia_A intestinipullorum	60765	S	18	7	25	0.00000
Blautia_A schinkii	60768	S	18	1	19	0.00000
Blautia_A sp900540785	60811	S	18	4	22	0.00000
Blautia_A sp030524715	60799	S	16	0	16	0.00000
Blautia_A sp900551465	60818	S	12	2	14	0.00000
Blautia_A sp945864225	60851	S	11	1	12	0.00000
Blautia_A sp900541345	60812	S	6	1	7	0.00000
Blautia_A faecipullorum	60757	S	6	0	6	0.00000
Blautia_A faecigallinarum	60756	S	6	0	6	0.00000
Blautia_A sp030527765	60802	S	4	0	4	0.00000
Blautia_A sp030524175	60797	S	4	0	4	0.00000
Blautia_A sp022764275	60789	S	4	0	4	0.00000
Blautia_A excrementigallinarum	60753	S	3	0	3	0.00000
