name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829585	118333	S	1	21	22	0.05432
Methylobacterium sp022829385	118327	S	1	21	22	0.05432
Methylobacterium sp022829365	118326	S	1	24	25	0.06173
Lichenicoccus roseus	113922	S	17	105	122	0.30123
Acidisoma sp009765865	113615	S	3	10	13	0.03210
Caballeronia sp001557535	126764	S	4	164	168	0.41481
Paraburkholderia ginsengisoli	127996	S	1	8	9	0.02222
Ewingella sp946478305	133054	S	1	0	1	0.00247
Acidisarcina polymorpha	40108	S	6	7	13	0.03210
Granulicella_D aggregans_A	40206	S	1	2	3	0.00741
Granulicella_D sp903642265	40207	S	1	0	1	0.00247
