intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,match_filename,match_name,match_md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
1520000,0.0222183242705958,0.48284625158831,0.0222183242705958,0.025766435522321007,2.3394736842105264,2.0,1.4722949278492539,signatures/b70ff6e9d495b1914483968ac251a6c3.sig.gz,"GCF_016101285.1 Gilliamella sp. W8136 strain=W8136, ASM1610128v1",b70ff6e9d495b1914483968ac251a6c3,0.48284625158831,1520000,0,66892000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256655/SRR13256655_unmatched_2.fastq,SRR13256655,73e468f9e32c8da0138be115c3d452c4,68412000,31,DNA,1000,68412,true,0.8844394513102667,0.9767879333193512,0.930613692314809,0.9767879333193512,3556,3556,138009
996000,0.01455884932467988,0.5925044616299822,0.01455884932467988,0.02001318754573977,2.7730923694779115,2.0,1.9529400335392793,signatures/4adf23343e6d2d8fa52eae9d7ff8915e.sig.gz,"GCF_013345055.1 Lactobacillus mellis strain=ESL0295, ASM1334505v1",4adf23343e6d2d8fa52eae9d7ff8915e,0.5925044616299822,996000,1,65896000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256655/SRR13256655_unmatched_2.fastq,SRR13256655,73e468f9e32c8da0138be115c3d452c4,68412000,31,DNA,1000,68412,true,0.872461022716627,0.9832579618817529,0.9278594922991898,0.9832579618817529,2762,6318,138009
805000,0.011766941472256329,0.3261663286004057,0.011752324153657253,0.011144200740531414,1.9129353233830846,2.0,1.1557263188900493,signatures/7538be2c8a89037ec418828120397539.sig.gz,"GCF_002088415.1 Snodgrassella alvi strain=Aw-18, ASM208841v1",7538be2c8a89037ec418828120397539,0.3265720081135903,804000,2,65092000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256655/SRR13256655_unmatched_2.fastq,SRR13256655,73e468f9e32c8da0138be115c3d452c4,68412000,31,DNA,1000,68412,true,0.8664895745365221,0.9645436846462637,0.9155166295913929,0.9645436846462637,1538,7856,138009
792000,0.011576916330468338,0.310729956122856,0.011386891188680349,0.010781905527900355,1.9101412066752246,2.0,1.177293672302595,signatures/c165b36f30316a29e5a9b5368a6b9fea.sig.gz,"GCF_003202705.1 Frischella perrara strain=ESL0167, ASM320270v1",c165b36f30316a29e5a9b5368a6b9fea,0.3159154367770243,779000,3,64313000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256655/SRR13256655_unmatched_2.fastq,SRR13256655,73e468f9e32c8da0138be115c3d452c4,68412000,31,DNA,1000,68412,true,0.8660346224783019,0.9635119915661016,0.9147733070222017,0.9635119915661016,1488,9344,138009
610000,0.008916564345436473,0.3125,0.008916564345436473,0.008274822656493416,1.8721311475409836,2.0,1.101434407167365,signatures/b29beef88a66a4b373f944c4b7fade19.sig.gz,"GCF_016100925.1 Lactobacillus sp. W8093 strain=W8093, ASM1610092v1",b29beef88a66a4b373f944c4b7fade19,0.3125,610000,4,63703000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256655/SRR13256655_unmatched_2.fastq,SRR13256655,73e468f9e32c8da0138be115c3d452c4,68412000,31,DNA,1000,68412,true,0.8587709407123084,0.9631741967597958,0.9109725687360521,0.9631741967597958,1142,10486,138009
536000,0.007834882769104835,0.2703262558259969,0.007630240308717769,0.0068836090399901455,1.8199233716475096,2.0,1.0010270558490861,signatures/8aab25ec84d9bdc3da294ccae851bac2.sig.gz,"GCF_016102085.1 Lactobacillus sp. M0390 strain=M0390, ASM1610208v1",8aab25ec84d9bdc3da294ccae851bac2,0.2775763852925945,522000,5,63181000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256655/SRR13256655_unmatched_2.fastq,SRR13256655,73e468f9e32c8da0138be115c3d452c4,68412000,31,DNA,1000,68412,true,0.8551958104037132,0.9594991565134583,0.9073474834585857,0.9594991565134583,950,11436,138009
479000,0.0070016956089574926,0.18567860116569526,0.006519324095187979,0.005499641327739495,1.701793721973094,2.0,0.8619231872781713,signatures/2b92fd9b14a62ab2d75542da33657180.sig.gz,"GCF_016100565.1 Gilliamella sp. M0364 strain=M0364, ASM1610056v1",2b92fd9b14a62ab2d75542da33657180,0.1994171523730225,446000,6,62735000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256655/SRR13256655_unmatched_2.fastq,SRR13256655,73e468f9e32c8da0138be115c3d452c4,68412000,31,DNA,1000,68412,true,0.8520997279653693,0.949317952525882,0.9007088402456256,0.949317952525882,759,12195,138009
854000,0.012483190083611062,0.1329243353783231,0.005700754253639712,0.004804034519487859,1.7,2.0,0.8710441715079378,signatures/ef1f356a70f694b2d5b34b79df626b6b.sig.gz,"GCF_002142285.1 Gilliamella apicola strain=N-22, ASM214228v1",ef1f356a70f694b2d5b34b79df626b6b,0.29107021131561006,390000,7,62345000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256655/SRR13256655_unmatched_2.fastq,SRR13256655,73e468f9e32c8da0138be115c3d452c4,68412000,31,DNA,1000,68412,true,0.8681427602450678,0.9609695028529582,0.9145561315490129,0.9609695028529582,663,12858,138009
360000,0.005262234695667427,0.1615798922800718,0.005262234695667427,0.003927280104920694,1.5055555555555555,1.0,0.7817162189142424,signatures/83b121fc77c85e1ffc857a3499c0e922.sig.gz,"GCF_003202715.1 Bifidobacterium asteroides strain=ESL0198, ASM320271v1",83b121fc77c85e1ffc857a3499c0e922,0.1615798922800718,360000,8,61985000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256655/SRR13256655_unmatched_2.fastq,SRR13256655,73e468f9e32c8da0138be115c3d452c4,68412000,31,DNA,1000,68412,true,0.8442855604456251,0.9428966807614679,0.8935911206035465,0.9428966807614679,542,13400,138009
385000,0.005627667660644331,0.15876089060987417,0.004794480500496989,0.004180886753762436,1.7591463414634145,1.0,1.726737867051917,signatures/63725bb762f1baf430648a49a2fe82bd.sig.gz,"GCF_013346935.1 Lactobacillus melliventris strain=ESL0393, ASM1334693v1",63725bb762f1baf430648a49a2fe82bd,0.18635043562439496,328000,9,61657000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256655/SRR13256655_unmatched_2.fastq,SRR13256655,73e468f9e32c8da0138be115c3d452c4,68412000,31,DNA,1000,68412,true,0.8461160821139248,0.9472448905532214,0.8966804863335731,0.9472448905532214,577,13977,138009
