#Classification	SRR5091543_bracken_O.kreport
k__Bacteria	6059536
k__Bacteria|p__Bacteroidetes	3321941
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	3318170
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	3318162
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales	8
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	2429
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	2429
k__Bacteria|p__Bacteroidetes|c__Cytophagia	710
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	710
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	612
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	612
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	18
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	18
k__Bacteria|p__Bacteroidetes|c__Saprospiria	2
k__Bacteria|p__Bacteroidetes|c__Saprospiria|o__Saprospirales	2
k__Bacteria|p__Chlorobi	1
k__Bacteria|p__Chlorobi|c__Chlorobia	1
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales	1
k__Bacteria|p__Firmicutes	2150907
k__Bacteria|p__Firmicutes|c__Clostridia	2050809
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2050794
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	14
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermosediminibacterales	1
k__Bacteria|p__Firmicutes|c__Negativicutes	84554
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	69813
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	14311
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	430
k__Bacteria|p__Firmicutes|c__Bacilli	8722
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	7491
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1230
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	6664
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	6664
k__Bacteria|p__Firmicutes|c__Tissierellia	156
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	156
k__Bacteria|p__Actinobacteria	179104
k__Bacteria|p__Actinobacteria|c__Actinomycetia	149451
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	146977
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	2096
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	186
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	104
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	78
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	4
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Glycomycetales	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus_Nanopelagicales	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	1
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	29648
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	22773
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	6875
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	3
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales	3
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	1
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	1
k__Bacteria|p__Chloroflexi	12
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	12
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales	12
k__Bacteria|p__Tenericutes	5
k__Bacteria|p__Tenericutes|c__Mollicutes	4
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	4
k__Bacteria|p__Tenericutes|o__Mycoplasmoidales	1
k__Bacteria|p__Deinococcus-Thermus	5
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	5
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales	3
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales	2
k__Bacteria|p__Cyanobacteria	2
k__Bacteria|p__Cyanobacteria|o__Chroococcales	1
k__Bacteria|p__Cyanobacteria|o__Synechococcales	1
k__Bacteria|p__Proteobacteria	406418
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	404372
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	398117
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	5729
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	343
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	69
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	43
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	31
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	11
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	9
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	6
