name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas_E fluorescens_H	138333	S	46	3429	3475	0.29921
Caballeronia sp001557535	126764	S	28	405	433	0.03728
Caballeronia sordidicola_C	126762	S	4	26	30	0.00258
Caballeronia sordidicola_A	126761	S	3	21	24	0.00207
Caballeronia sp009766085	126765	S	1	7	8	0.00069
Variovorax sp009765735	129478	S	54	1216	1270	0.10935
Pararobbsia sp026225235	128132	S	44	91	135	0.01162
Paraburkholderia metrosideri	128013	S	3	29	32	0.00276
Paraburkholderia sp900996245	128090	S	2	19	21	0.00181
Paraburkholderia sp900996235	128089	S	1	8	9	0.00077
Janthinobacterium sp014200675	127466	S	2	81	83	0.00715
Mycoavidus sp020023735	127788	S	1	34	35	0.00301
BOG-994 sp903970305	126544	S	1	1	2	0.00017
Acidisoma sp009765865	113615	S	884	1815	2699	0.23239
Acidisoma sp019351895	113616	S	1	5	6	0.00052
Lichenicoccus roseus	113922	S	74	280	354	0.03048
LMUY01 sp009765685	113921	S	2	12	14	0.00121
CAHJXG01 sp025351925	113706	S	1	5	6	0.00052
Methylobacterium sp022829365	118326	S	14	182	196	0.01688
Methylobacterium sp022829385	118327	S	4	38	42	0.00362
Methylobacterium sp022829515	118331	S	3	44	47	0.00405
Methylobacterium sp022829585	118333	S	2	21	23	0.00198
Roseiarcus sp030153205	118539	S	1	1	2	0.00017
Bradyrhizobium rifense	120500	S	2	12	14	0.00121
Bradyrhizobium quebecense	120498	S	1	9	10	0.00086
Pseudolabrys sp903891395	120775	S	1	2	3	0.00026
Novosphingobium sp903970225	124574	S	2	28	30	0.00258
Novosphingobium palustris	124440	S	1	1	2	0.00017
Sphingomonas_N sp937859915	125357	S	1	6	7	0.00060
CAHJWH01 sp009765965	114500	S	9	51	60	0.00517
Reyranella aerosaccus_B	117836	S	3	68	71	0.00611
CAIYRG01 sp903928515	115820	S	1	5	6	0.00052
Puia sp013288945	83678	S	234	574	808	0.06957
Flavipsychrobacter sp031292525	83310	S	1	4	5	0.00043
Flavipsychrobacter sp013286835	83271	S	1	44	45	0.00387
Mucilaginibacter sp013408825	89912	S	3	13	16	0.00138
Mucilaginibacter xinganensis_A	89984	S	3	4	7	0.00060
Mucilaginibacter pankratovii	89875	S	1	2	3	0.00026
Mucilaginibacter sp001596135	89889	S	1	30	31	0.00267
Mucilaginibacter gilvus	89854	S	1	2	3	0.00026
Mucilaginibacter sp024808665	89928	S	1	3	4	0.00034
Pedobacter sp003061025	90094	S	1	4	5	0.00043
Chryseobacterium sp029892445	89188	S	2	101	103	0.00887
Edaphobacter sp009765825	40142	S	85	105	190	0.01636
Edaphobacter lichenicola	40130	S	35	495	530	0.04563
Edaphobacter lichenicola_E	40135	S	5	60	65	0.00560
Edaphobacter sp009766095	40144	S	2	34	36	0.00310
Edaphobacter sp009765835	40143	S	1	15	16	0.00138
Edaphobacter lichenicola_D	40134	S	1	16	17	0.00146
Granulicella sp009765785	40171	S	17	51	68	0.00586
Granulicella sapmiensis	40168	S	7	0	7	0.00060
Granulicella mallensis	40165	S	2	11	13	0.00112
Granulicella mallensis_A	40166	S	1	5	6	0.00052
Granulicella sp903970395	40191	S	1	23	24	0.00207
Granulicella_D aggregans_A	40206	S	28	43	71	0.00611
Granulicella_D aggregans	40205	S	1	1	2	0.00017
Granulicella_C sibirica	40198	S	28	104	132	0.01137
Granulicella_C sp009914315	40199	S	2	31	33	0.00284
Granulicella_C pectinivorans	40196	S	1	1	2	0.00017
Granulicella_C tundricola	40204	S	1	1	2	0.00017
Acidisarcina polymorpha	40108	S	13	17	30	0.00258
Granulicella_B arctica	40194	S	2	3	5	0.00043
Palsa-288 sp003162875	40347	S	1	18	19	0.00164
Occallatibacter gabretensis	40248	S	1	5	6	0.00052
EB88 sp003858395	40122	S	1	1	2	0.00017
KBS-83 sp025462805	40246	S	1	83	84	0.00723
Palsa-295 sp003156635	39785	S	1	7	8	0.00069
Tsukamurella sp903970215	47126	S	1	9	10	0.00086
RYN-133 sp025963285	45625	S	1	12	13	0.00112
CAJCHQ01 sp903970295	98590	S	1	0	1	0.00009
Palsa-1515 sp903970385	102220	S	2	9	11	0.00095
