name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Phocaeicola dorei	357276	S	964415	664037	1628452	0.12380
Phocaeicola vulgatus	821	S	260092	173542	433634	0.03297
Phocaeicola coprophilus	387090	S	5434	2742	8176	0.00062
Phocaeicola salanitronis	376805	S	823	92	915	0.00007
Bacteroides uniformis	820	S	399217	564855	964072	0.07329
Bacteroides thetaiotaomicron	818	S	179044	59003	238047	0.01810
Bacteroides stercoris	46506	S	176579	87989	264568	0.02011
Bacteroides intestinalis	329854	S	131183	14769	145952	0.01110
Bacteroides caccae	47678	S	80574	16158	96732	0.00735
Bacteroides sp. MSB163	3117552	S	11267	3466	14733	0.00112
Bacteroides sp. DH3716P	2847299	S	4555	61392	65947	0.00501
Bacteroides sp. A1C1	2528203	S	1611	12515	14126	0.00107
Bacteroides sp. HF-162	2785531	S	609	6952	7561	0.00057
Bacteroides sp. M10	2763022	S	401	352	753	0.00006
Bacteroides sp. CACC 737	2755405	S	250	1443	1693	0.00013
Bacteroides sp. D2	556259	S	101	169	270	0.00002
Bacteroides sp. PHL 2737	2162637	S	2	656	658	0.00005
Bacteroides sp. BFG-257	2972761	S	1	74	75	0.00001
Bacteroides sp. BFG-606	2972763	S	1	287	288	0.00002
Bacteroides fragilis	817	S	13578	72268	85846	0.00653
Bacteroides xylanisolvens	371601	S	13118	23318	36436	0.00277
Bacteroides cellulosilyticus	246787	S	6757	5817	12574	0.00096
Bacteroides ovatus	28116	S	5487	15742	21229	0.00161
Bacteroides faecis	674529	S	3487	1917	5404	0.00041
Bacteroides eggerthii	28111	S	996	513	1509	0.00011
Bacteroides salyersiae	291644	S	982	186	1168	0.00009
Bacteroides finegoldii	338188	S	895	598	1493	0.00011
Bacteroides humanifaecis	2792859	S	288	2728	3016	0.00023
Bacteroides faecium	2715212	S	262	9	271	0.00002
Bacteroides caecimuris	1796613	S	162	73	235	0.00002
Bacteroides zhangwenhongii	2650157	S	155	152	307	0.00002
Bacteroides nordii	291645	S	112	11	123	0.00001
Bacteroides luhongzhouii	2650158	S	58	13	71	0.00001
Bacteroides helcogenes	290053	S	7	0	7	0.00000
Bacteroides graminisolvens	477666	S	3	0	3	0.00000
Bacteroides zoogleoformans	28119	S	3	0	3	0.00000
Alistipes communis	2585118	S	292404	142904	435308	0.03309
uncultured Alistipes sp.	538949	S	66649	18279	84928	0.00646
Alistipes shahii	328814	S	66124	422384	488508	0.03714
Alistipes onderdonkii	328813	S	36150	49087	85237	0.00648
Alistipes dispar	2585119	S	29226	6557	35783	0.00272
Alistipes megaguti	2364787	S	15633	4818	20451	0.00155
Alistipes indistinctus	626932	S	10068	2208	12276	0.00093
Alistipes finegoldii	214856	S	5663	13540	19203	0.00146
Alistipes senegalensis	1288121	S	3515	4660	8175	0.00062
Alistipes sp. i18-0019-D1	3132707	S	596	721	1317	0.00010
Alistipes sp. dk3624	2662363	S	39	4	43	0.00000
Alistipes ihumii	1470347	S	293	12	305	0.00002
Parabacteroides merdae	46503	S	295265	109487	404752	0.03077
Parabacteroides distasonis	823	S	111400	101457	212857	0.01618
Parabacteroides faecis	1217282	S	22442	2485	24927	0.00190
Parabacteroides sp. CT06	2025876	S	7051	210890	217941	0.01657
Parabacteroides sp. AD58	2951805	S	65	9	74	0.00001
Parabacteroides chongii	2685834	S	4656	447	5103	0.00039
Parabacteroides goldsteinii	328812	S	2044	378	2422	0.00018
Parabacteroides johnsonii	387661	S	533	82	615	0.00005
Tannerella forsythia	28112	S	1	0	1	0.00000
Butyricimonas faecihominis	1472416	S	69229	49875	119104	0.00905
Butyricimonas paravirosa	1472417	S	20419	18096	38515	0.00293
Butyricimonas virosa	544645	S	4204	1251	5455	0.00041
Butyricimonas faecalis	2093856	S	1002	775	1777	0.00014
Odoribacter splanchnicus	28118	S	103687	13066	116753	0.00888
Paraprevotella clara	454154	S	49411	10633	60044	0.00456
Paraprevotella xylaniphila	454155	S	8937	3037	11974	0.00091
Segatella copri	165179	S	923	97	1020	0.00008
Segatella hominis	2518605	S	15	4	19	0.00000
Segatella oris	28135	S	1	0	1	0.00000
Prevotella corporis	28128	S	210	28	238	0.00002
Prevotella intermedia	28131	S	33	11	44	0.00000
Prevotella denticola	28129	S	11	3	14	0.00000
Prevotella bivia	28125	S	6	0	6	0.00000
Prevotella jejuni	1177574	S	6	2	8	0.00000
Prevotella melaninogenica	28132	S	3	0	3	0.00000
Prevotella histicola	470565	S	1	0	1	0.00000
Prevotella communis	2913614	S	1	0	1	0.00000
Hoylesella buccalis	28127	S	4	0	4	0.00000
Barnesiella sp. An22	1965590	S	4754	2255	7009	0.00053
Barnesiella viscericola	397865	S	1078	855	1933	0.00015
Coprobacter fastidiosus	1099853	S	34	14	48	0.00000
Coprobacter secundus	1501392	S	31	8	39	0.00000
Duncaniella dubosii	2518971	S	244	10	254	0.00002
Muribaculum intestinale	1796646	S	35	4	39	0.00000
Muribaculum gordoncarteri	2530390	S	1	0	1	0.00000
Sodaliphilus pleomorphus	2606626	S	22	1	23	0.00000
Paramuribaculum intestinale	2094151	S	2	0	2	0.00000
Porphyromonas gingivalis	837	S	79	5	84	0.00001
Porphyromonas asaccharolytica	28123	S	4	0	4	0.00000
Porphyromonas sp. oral taxon 275	712435	S	3	0	3	0.00000
Imtechella halotolerans	1165090	S	122	36	158	0.00001
Rufibacter tibetensis	512763	S	1	39	40	0.00000
Spirosoma sp. KNUC1025	2894082	S	1	21	22	0.00000
Chryseolinea soli	2321403	S	1	8	9	0.00000
Sphingobacterium thalpophilum	259	S	1	0	1	0.00000
Sphingobacterium daejeonense	371142	S	1	0	1	0.00000
Pedobacter heparinus	984	S	2	0	2	0.00000
Sediminibacterium sp. TEGAF015	575378	S	1	0	1	0.00000
Desulfovibrio fairfieldensis	44742	S	133433	1547	134980	0.01026
Desulfovibrio piger	901	S	117	10	127	0.00001
Desulfovibrio sp. WGS1351	3366814	S	63	21	84	0.00001
Desulfovibrio desulfuricans	876	S	11	1	12	0.00000
uncultured Mailhella sp.	1981031	S	70	12	82	0.00001
Nitratidesulfovibrio vulgaris	881	S	11	14	25	0.00000
Nitratidesulfovibrio liaohensis	2604158	S	1	0	1	0.00000
Pseudodesulfovibrio indicus	1716143	S	2	0	2	0.00000
Pseudodesulfovibrio methanolicus	3126690	S	2	3	5	0.00000
Pseudodesulfovibrio nedwellii	2973072	S	1	0	1	0.00000
Taurinivorans muris	2787751	S	3	0	3	0.00000
Lawsonia intracellularis	29546	S	1	0	1	0.00000
Salidesulfovibrio onnuriiensis	2583823	S	1	0	1	0.00000
Desulfosarcina alkanivorans	571177	S	1	0	1	0.00000
Klebsiella quasipneumoniae	1463165	S	1539	7976	9515	0.00072
Klebsiella variicola	244366	S	147	1755	1902	0.00014
Klebsiella pneumoniae	573	S	90	3754	3844	0.00029
Klebsiella sp. K4	2769349	S	26	3616	3642	0.00028
Klebsiella sp. w6	3081203	S	1	47	48	0.00000
Klebsiella grimontii	2058152	S	7	106	113	0.00001
Klebsiella oxytoca	571	S	2	3	5	0.00000
Klebsiella michiganensis	1134687	S	1	5	6	0.00000
Klebsiella quasivariicola	2026240	S	1	2	3	0.00000
Escherichia coli	562	S	1599	98962	100561	0.00764
Escherichia fergusonii	564	S	2	10	12	0.00000
Escherichia marmotae	1499973	S	1	1	2	0.00000
Citrobacter freundii	546	S	5	146	151	0.00001
