#Classification	S-16-POLPIL-G_bracken_O.kreport
k__Bacteria	263
k__Bacteria|p__Proteobacteria	261
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	256
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	256
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	1
k__Bacteria|p__Actinobacteria	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	1
