name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Rhizobium rhododendri	119997	S	2952	33929	36881	0.33808
Rhizobium tumorigenes	120079	S	53	643	696	0.00638
Rhizobium beringeri	119935	S	2	42	44	0.00040
Mesorhizobium loti_B	119525	S	3	91	94	0.00086
Mesorhizobium sp004791165	119598	S	1	23	24	0.00022
Mesorhizobium sp004136315	119596	S	1	124	125	0.00115
Allorhizobium ampelinum	119100	S	1	9	10	0.00009
Allorhizobium vitis_G	119165	S	1	7	8	0.00007
Allorhizobium vitis_E	119163	S	1	18	19	0.00017
Agrobacterium sp001422245	119070	S	1	5	6	0.00006
Neorhizobium sp027483885	119737	S	1	0	1	0.00001
Pararhizobium sp900468065	119844	S	1	2	3	0.00003
Methylobacterium sp008039875	118308	S	656	6003	6659	0.06104
Methylobacterium sp022829365	118326	S	514	4461	4975	0.04561
Methylobacterium sp022829385	118327	S	399	2653	3052	0.02798
Methylobacterium sp022829585	118333	S	92	676	768	0.00704
Methylobacterium cerastii	118248	S	78	664	742	0.00680
Methylobacterium sp001423295	118299	S	63	425	488	0.00447
Methylobacterium sp022829515	118331	S	50	478	528	0.00484
Methylobacterium sp017833295	118314	S	39	615	654	0.00600
Methylobacterium sp001455965	118303	S	35	261	296	0.00271
Methylobacterium sp022829635	118335	S	16	166	182	0.00167
Methylobacterium sp022829605	118334	S	10	73	83	0.00076
Methylobacterium sp022829545	118332	S	2	12	14	0.00013
Methylobacterium sp019745455	118316	S	2	55	57	0.00052
Methylobacterium persicinum	118276	S	1	12	13	0.00012
Methylobacterium sp022702195	118322	S	1	2	3	0.00003
Methylobacterium sp030700285	118344	S	1	9	10	0.00009
Methylobacterium sp008000895	118307	S	1	17	18	0.00017
Methylobacterium sp021352225	118320	S	1	5	6	0.00006
Methylobacterium sp020662345	118318	S	1	10	11	0.00010
Methylobacterium sp010692745	118311	S	1	5	6	0.00006
Methylobacterium mesophilicum	118269	S	1	36	37	0.00034
Lichenihabitans flavocetrariae	118233	S	86	87	173	0.00159
Lichenihabitans minor	118234	S	55	328	383	0.00351
Lichenihabitans psoromatis	118235	S	1	3	4	0.00004
Lichenihabitans ramalinae	118236	S	1	6	7	0.00006
